!Series_platform_id	GPL21103			
GENE	rna	WT~RANKL	Foxo3~RANKL	@OC_up
RBFA	-0.053487996	34.394701	33.142501	
RBCK1	-0.004054901	24.752201	24.682701	
RBBP9	-0.000672624	4.109121	4.107201	
RBBP8NL	0	1.00E-06	1.00E-06	
RBBP8	0.21356735	6.148311	7.130881	
RBBP7	0.082766743	72.847101	77.149101	
RBBP6	0.019454814	15.745301	15.959201	
RBBP5	-0.044629087	16.588301	16.082701	
RBBP4	0.008580221	36.418701	36.636001	
RBAK	0.015321074	2.335371	2.360411	
RB1CC1	-0.28808667	10.204101	8.355221	
RB1	-0.101740232	10.487301	9.772521	
RAX	0	1.00E-06	1.00E-06	
RAVER2	-0.725471317	0.0300756	0.0142377	
RAVER1	0.081670195	32.495501	34.388701	
RASSF9	0	1.00E-06	1.00E-06	
RASSF8	-0.230055147	46.831301	39.927001	
RASSF7	0.189518591	2.053211	2.342851	
RASSF6	0.431616623	0.0389918	0.0560774	
RASSF5	-0.089924344	8.037431	7.551141	
RASSF4	-0.173173304	42.280601	37.497101	
RASSF3	-0.046681168	31.376001	30.376701	
RASSF2	0.01177787	15.007301	15.130401	
RASSF10	-0.743734164	0.0322593	0.0152369	
RASSF1	-0.020690979	27.308301	26.919301	
RASL2-9	-0.420618621	1.114301	0.82997	
RASL12	-0.040600973	0.109603	0.106284	
RASL11B	1.358122579	1.00E-06	0.0156377	
RASL11A	-3.553093349	0.10739	1.00E-06	
RASL10B	0	1.00E-06	1.00E-06	
RASL10A	3.181853531	1.00E-06	0.0807563	
RASIP1	0.120838816	0.188439	0.205776	
RASGRP4	0.401509976	3.709191	4.902641	
RASGRP3	-1.085889851	2.711241	1.271981	
RASGRP2	-0.564851726	0.59421	0.398461	
RASGRP1	0.091940213	14.656601	15.621701	
RASGRF2	0.19894372	0.0318416	0.0380282	
RASGRF1	0	1.00E-06	1.00E-06	
RASGEF1C	0	1.00E-06	1.00E-06	
RASGEF1B	-0.253741375	18.240701	15.297201	
RASGEF1A	-0.002873705	1.140801	1.138511	
RASEF	0	1.00E-06	1.00E-06	
RASD2	0.756922893	0.395098	0.674568	
RASD1	0	1.00E-06	1.00E-06	
RASAL3	-0.45375376	2.174471	1.584971	
RASAL2	-0.028030147	11.288501	11.071101	
RASAL1	-0.63059742	0.062132	0.0365907	
RASA4	0.118213489	152.666001	165.703001	
RASA3	-0.243561928	43.280101	36.555301	
RASA2	-0.083827482	5.112861	4.823681	
RASA1	-0.086529319	28.735501	27.062101	
RARS2	0.120663699	19.776801	21.502901	
RARS	-0.079930868	47.853501	45.273801	
RARRES2	-0.017944288	5.114181	5.050841	
RARRES1	0.733512492	0.0614033	0.108721	
RARG	0.269046087	14.450701	17.415301	
RARB	1.495912477	0.198893	0.579167	
RARA	0.073155707	6.098201	6.415921	
RAPSN	-0.067695866	0.670202	0.639022	
RAPH1	-0.170825129	51.174101	45.458601	
RAPGEFL1	-0.344483264	0.186761	0.144967	
RAPGEF6	-0.200192041	18.217101	15.855501	
RAPGEF5	-0.006919281	3.183581	3.168301	
RAPGEF4	-0.107717878	0.314998	0.291616	
RAPGEF3	-1.492867254	0.461031	0.15736	
RAPGEF2	-0.018215593	5.173031	5.108001	
RAPGEF1	-0.040270631	61.986201	60.279601	
RAP2C	0.112208014	47.486801	51.328401	
RAP2B	-0.071268025	27.351601	26.032801	
RAP2A	-0.217377628	36.017801	30.978501	
RAP1GDS1	-0.085140633	37.053301	34.929301	
RAP1GAP2	0.4151446	0.242561	0.326773	
RAP1GAP	0.231004505	2.867021	3.366621	
RAP1B	0.029340211	366.546001	374.077001	
RAP1A	0.048269271	131.898001	136.386001	
RANGRF	0.42051843	4.795761	6.422071	
RANGAP1	-0.010468954	19.145601	19.007101	
RANBP9	0.030285434	27.452801	28.035401	
RANBP6	0.105016056	5.594561	6.017741	
RANBP3L	0.396040684	0.0940686	0.126943	
RANBP3	0.078374783	25.115401	26.518101	
RANBP2	-0.126703561	23.620401	21.633601	
RANBP17	-0.368864892	0.0400983	0.0287957	
RANBP10	-0.085117355	27.815801	26.221601	
RANBP1	0.115399326	72.229101	78.244801	
RAN	0.141872872	102.732001	113.349001	
RAMP3	1.273280471	0.0334631	0.0950549	
RAMP2	2.246157405	1.00E-06	0.0374465	
RAMP1	-0.047579763	0.558432	0.539991	
RALYL	0	1.00E-06	1.00E-06	
RALY	0.059739987	77.817901	81.108301	
RALGPS2	-0.688762396	1.130911	0.697805	
RALGPS1	-0.827727045	0.996943	0.557328	
RALGDS	-0.215874044	25.539801	21.989001	
RALGAPB	0.095400017	14.755601	15.765001	
RALGAPA2	-0.243778695	2.550501	2.152421	
RALGAPA1	0.054199127	8.734711	9.069481	
RALBP1	-0.343184736	27.724901	21.853401	
RALB	0.070711986	51.446301	54.031201	
RALA	0.082256155	43.063101	45.590301	
RAI2	0	1.00E-06	1.00E-06	
RAI14	0.097730737	65.862001	70.478901	
RAI1	-0.064587608	6.085741	5.818861	
RAG2	-1.668500303	0.0509766	0.00918203	
RAG1	-0.578890062	0.0251947	0.0135621	
RAF1	-0.051212436	33.713201	32.537101	
RAET1E	0.145266016	1.980191	2.191021	
RAET1D	0.722378383	0.168586	0.284649	
RAET1C	0.017717538	0.00012594	0.000251062	
RAET1B	0	1.00E-06	1.00E-06	
RAET1A	-0.032469448	0.877227	0.857482	
RAE1	0.130933926	26.246201	28.740601	
RADIL	-0.241357019	0.889606	0.751021	
RAD9B	0.736465152	0.648555	1.087211	
RAD9A	0.034369002	22.201801	22.737301	
RAD54L2	0.035798716	5.686101	5.829211	
RAD54L	0.062357694	4.301221	4.491651	
RAD54B	0.559225644	0.806477	1.193061	
RAD52	-0.011176551	5.060581	5.021451	
RAD51D	0.068676732	3.242841	3.401431	
RAD51C	-0.043406556	0.329991	0.319914	
RAD51B	1.136506578	0.160687	0.365252	
RAD51AP2	0	1.00E-06	1.00E-06	
RAD51AP1	-0.155796143	1.599271	1.434541	
RAD51	-0.171367701	1.873311	1.662381	
RAD50	0.120037042	6.848011	7.443031	
RAD23B	0.212377045	78.686401	91.167301	
RAD23A	0.073197118	30.811101	32.415201	
RAD21L	0	1.00E-06	1.00E-06	
RAD21	-0.067635447	69.539001	66.353701	
RAD18	-0.147873733	2.797321	2.523831	
RAD17	0.035402131	9.277331	9.508051	
RAD1	-0.02872029	6.395201	6.268951	
RACGAP1	-0.035660028	7.658341	7.471121	
RAC3	-0.238635612	1.838301	1.556521	
RAC2	0.225052384	300.885001	351.682001	
RAC1	-0.110601362	203.437001	188.423001	
RABL6	0.019398908	26.967701	27.332901	
RABL5	-0.193670874	19.827301	17.335301	
RABL3	0.020500666	6.196931	6.285761	
RABL2	0.133644407	2.248671	2.467901	
RABIF	0.089690102	21.547001	22.929701	
RABGGTB	0.157169695	49.961601	55.713201	
RABGGTA	0.119892106	9.735701	10.580201	
RABGEF1	0.128607212	28.956801	31.657601	
RABGAP1L	0.096219764	7.501221	8.019261	
RABGAP1	-0.040430424	15.361701	14.936901	
RABEPK	-0.049741161	4.150771	4.009761	
RABEP2	0.354436936	5.813011	7.434641	
RABEP1	0.016348697	37.536601	37.964501	
RABAC1	0.105337317	89.139401	95.892101	
RAB9B	-1.804161292	0.0249261	1.00E-06	
RAB9	0.080534486	31.028301	32.810201	
RAB8B	-0.360783858	61.670301	48.023001	
RAB8A	0.07706775	56.496201	59.596801	
RAB7L1	-0.070057008	25.492301	24.283501	
RAB7	-0.007617423	578.029001	574.985001	
RAB6B	-0.736085844	1.638681	0.979812	
RAB6A	0.025790025	41.615501	42.366301	
RAB5C	-0.002649464	162.407001	162.109001	
RAB5B	-0.070354952	67.980501	64.744401	
RAB5A	0.022229281	42.385801	43.044101	
RAB4B	0.103183834	26.310001	28.261401	
RAB4A	-0.2168839	3.976871	3.420391	
RAB44	-0.155016336	0.212335	0.189684	
RAB43	0.016349998	16.002401	16.184901	
RAB42	1.285254816	0.35893	0.889175	
RAB40C	-0.084863893	21.848501	20.599801	
RAB40B	-0.131087586	0.717896	0.654673	
RAB3IP	0.036938464	4.777081	4.901231	
RAB3IL1	-0.4278474	38.772701	28.819901	
RAB3GAP2	-0.194764916	30.443401	26.597601	
RAB3GAP1	0.049135077	19.759401	20.444301	
RAB3D	-0.247855809	8.368561	7.045981	
RAB3C	-1.032127137	0.0254316	0.00732565	
RAB3B	-0.238663525	0.0117679	0.00844895	
RAB3A	-0.045938705	3.774541	3.655931	
RAB39B	-1.889582362	0.0270565	1.00E-06	
RAB39	0.019443521	1.682161	1.705121	
RAB38	0.069678937	58.812101	61.722801	
RAB37	0	1.00E-06	1.00E-06	
RAB36	-0.004808126	0.0716304	0.0713588	
RAB35	0.005105345	52.768201	52.955301	
RAB34	0.358601971	20.847401	26.733001	
RAB33B	0.051783294	5.152621	5.341291	
RAB33A	0.094221559	0.426099	0.455531	
RAB32	-0.01267392	61.192201	60.656901	
RAB31	-0.085909821	101.407001	95.544101	
RAB30	1.803992515	0.072354	0.277568	
RAB2B	-0.107587233	5.562841	5.162371	
RAB2A	-0.08407431	73.511901	69.349801	
RAB28	0.029276913	11.370201	11.603501	
RAB27B	-0.283344048	0.0677598	0.053894	
RAB27A	-0.192100526	0.486087	0.42424	
RAB26	-0.332963506	0.0247901	0.01762	
RAB25	0.918204871	0.0363254	0.077544	
RAB24	-0.029228437	21.330501	20.902501	
RAB23	-0.226679991	1.201961	1.025741	
RAB22A	0.059680849	33.462101	34.875801	
RAB21	-0.071406235	47.753401	45.446901	
RAB20	0.040358933	27.417201	28.195301	
RAB1B	0.091252143	129.894001	138.376001	
RAB19	-0.705062401	0.569504	0.345477	
RAB18	0.010241736	81.078801	81.656501	
RAB17	0	1.00E-06	1.00E-06	
RAB15	-0.31678945	0.0225095	0.0161004	
RAB14	0.084268494	121.137001	128.424001	
RAB13	-0.085943225	11.720601	11.042201	
RAB12	0.23255878	30.665701	36.031401	
RAB11FIP5	-0.131975441	45.888501	41.876101	
RAB11FIP4	-1.30005884	0.41523	0.16269	
RAB11FIP3	0.127801187	3.576961	3.909211	
RAB11FIP2	0.144610558	2.953231	3.265651	
RAB11FIP1	0.247268982	4.311771	5.119761	
RAB11B	-0.051855785	25.354401	24.458901	
RAB11A	0.048500523	51.698901	53.466801	
RAB10	0.049816923	82.429701	85.326101	
RAB1	-0.024211029	149.313001	146.828001	
R3HDML	0	1.00E-06	1.00E-06	
R3HDM4	-0.130084342	38.753901	35.411601	
R3HDM2	0.063098841	29.761401	31.092401	
R3HDM1	0.091838527	15.201301	16.201101	
R3HCC1L	-0.011524926	12.206201	12.109001	
R3HCC1	0.044768489	5.941271	6.128841	
QTRTD1	-0.040063023	4.150651	4.036701	
QTRT1	0.304652618	5.549941	6.857201	
QSOX2	0.00301034	7.209501	7.224581	
QSOX1	-0.268858768	6.905311	5.729541	
QSER1	0.031456033	3.816141	3.900481	
QRSL1	0.179207079	8.182261	9.265781	
QRICH2	1.648063451	1.00E-06	0.0213444	
QRICH1	0.016044593	31.358101	31.708901	
QRFPR	-1.816819912	0.0252339	1.00E-06	
QRFP	-0.770416308	0.0373279	0.0177459	
QPRT	-0.081092603	0.370965	0.350142	
QPCTL	0.0775381	5.141241	5.425671	
QPCT	-0.899834148	3.748741	2.004491	
QK	-0.057147173	66.910501	64.311501	
QDPR	0.161674167	81.656701	91.341101	
QARS	0.143092158	69.719001	76.989601	
PZP	0	1.00E-06	1.00E-06	
PYY	0	1.00E-06	1.00E-06	
PYURF	0.231874674	5.958171	6.998781	
PYROXD2	0.102257221	2.234061	2.398891	
PYROXD1	-0.00507089	3.598171	3.585511	
PYHIN1	-0.774177378	5.343401	3.120251	
PYGO2	0.064095618	19.503801	20.390301	
PYGO1	0	1.00E-06	1.00E-06	
PYGM	-0.199540668	0.178988	0.154576	
PYGL	-0.130279562	27.433201	25.063601	
PYGB	-0.198865724	15.339701	13.363201	
PYDC4	0.308199285	0.544221	0.676215	
PYDC3	-0.272670289	0.835808	0.690148	
PYCRL	0.165043134	16.455401	18.451001	
PYCR2	-0.010419869	7.731281	7.675571	
PYCR1	0.294127977	0.277114	0.342043	
PYCARD	0.164474845	19.276501	21.605501	
PXT1	-1.579687559	0.368378	0.116588	
PXN	0.157366211	118.212001	131.837001	
PXMP4	0.1278642	13.401401	14.644301	
PXMP2	0.088119481	0.821215	0.873568	
PXK	0.186146391	37.183401	42.305701	
PXDN	0.704888168	0.0810591	0.138428	
PXDC1	-0.300948729	1.417171	1.148461	
PWWP2B	0.070670902	23.605201	24.790801	
PWWP2A	-0.03503259	4.316751	4.212951	
PWP2	-0.000595642	6.991271	6.988381	
PWP1	0.036694321	13.821101	14.177401	
PVRL4	0.033352619	2.298491	2.352481	
PVRL3	1.522259687	0.165502	0.494113	
PVRL2	0.432682468	11.318101	15.280001	
PVRL1	0.776478353	2.991931	5.132141	
PVR	0.165138777	11.215001	12.576301	
PVALB	0	1.00E-06	1.00E-06	
PUSL1	0.150302143	10.191101	11.311201	
PUS7L	0.456813712	2.221071	3.052161	
PUS7	-0.052754166	8.877391	8.558281	
PUS3	0.281103751	4.322521	5.254551	
PUS10	0.041970954	10.623701	10.937601	
PUS1	0.19421359	20.685301	23.667501	
PURG	0.398706654	1.461701	1.930181	
PURB	-0.033274096	28.275201	27.630301	
PURA	0.042626642	8.232471	8.479641	
PUM2	-0.047905811	52.971401	51.241001	
PUM1	0.083348879	16.291101	17.260601	
PUF60	0.114290926	59.989101	64.935601	
PTX4	3.260722971	1.00E-06	0.0858559	
PTX3	1.135051103	0.0410253	0.102065	
PTTG1IP	-0.114509161	44.994501	41.560501	
PTTG1	0.061869349	22.079401	23.047301	
PTS	0.056156588	14.821601	15.410301	
PTRHD1	0.078469008	3.954261	4.175851	
PTRH2	0.151884509	7.169441	7.966501	
PTRH1	-0.151639486	4.764331	4.287981	
PTRF	0.052076796	1.103551	1.144481	
PTPRZ1	0.501074088	0.0252424	0.0398774	
PTPRV	-0.065300129	0.281231	0.268343	
PTPRU	1.206855216	1.00E-06	0.0130857	
PTPRT	0	1.00E-06	1.00E-06	
PTPRS	0.185172591	20.220301	22.990901	
PTPRR	0	1.00E-06	1.00E-06	
PTPRQ	0	1.00E-06	1.00E-06	
PTPRO	-0.137415732	17.410301	15.827601	
PTPRN2	0.747374262	0.0147596	0.0315648	
PTPRN	0.289681763	0.302991	0.372591	
PTPRM	-0.277833303	0.176823	0.144097	
PTPRK	1.124337184	0.202095	0.45237	
PTPRJ	-0.125514427	58.977401	54.062401	
PTPRH	0	1.00E-06	1.00E-06	
PTPRG	-0.503790027	0.0174982	0.00939315	
PTPRF	-1.376581816	0.0411036	0.00968154	
PTPRE	-0.122274063	20.508901	18.841501	
PTPRD	-0.103013157	0.022191	0.0199726	
PTPRCAP	2.088899206	0.0466558	0.231027	
PTPRC	0.106306601	76.099401	81.919401	
PTPRB	0.917844222	1.00E-06	0.00889479	
PTPRA	-0.160021868	54.238801	48.543301	
PTPN9	0.031497225	20.753601	21.211901	
PTPN7	-0.225489896	9.109291	7.789771	
PTPN6	0.183414573	187.578001	213.009001	
PTPN5	-1.078779762	0.0111246	1.00E-06	
PTPN4	-0.147617301	2.158521	1.947611	
PTPN3	0.061401778	3.354141	3.500411	
PTPN23	-0.07443532	15.694101	14.904401	
PTPN22	-0.020597735	62.208601	61.326601	
PTPN21	-0.089870609	2.514631	2.362161	
PTPN20	0	1.00E-06	1.00E-06	
PTPN2	-0.052058987	18.172201	17.527801	
PTPN18	0.236847828	64.052401	75.482101	
PTPN14	0.23717742	0.0983861	0.117753	
PTPN13	0.98567805	0.0245056	0.0583295	
PTPN12	0.090150648	140.899001	149.985001	
PTPN11	0.001398678	21.124901	21.145401	
PTPN1	-0.119412526	62.987901	57.983501	
PTPMT1	0.200114712	39.050501	44.862301	
PTPLB	-0.02138319	3.780001	3.724241	
PTPLAD2	-0.236783836	41.027901	34.816201	
PTPLAD1	0.089185916	24.620801	26.191501	
PTPLA	0.053125197	14.658101	15.208301	
PTPDC1	0.16100223	0.718726	0.804762	
PTP4A3	-0.396093108	3.847941	2.921701	
PTP4A2	-0.047447925	120.719001	116.813001	
PTP4A1	0.027457053	6.818341	6.949541	
PTOV1	-2.03E-05	35.608701	35.608201	
PTN	1.2105002	1.00E-06	0.0131441	
PTMS	0.074821836	271.937001	286.413001	
PTMA	0.072839214	658.082001	692.161001	
PTK7	0.315475745	0.0760381	0.0970677	
PTK6	0.476150339	0.095315	0.136496	
PTK2B	-0.180189099	39.396301	34.769501	
PTK2	-0.327887937	3.045711	2.424491	
PTHLH	0	1.00E-06	1.00E-06	
PTH2R	-2.125311778	0.0336341	1.00E-06	
PTH2	0	1.00E-06	1.00E-06	
PTH1R	-0.074848948	0.0529212	0.04974	
PTH	0	1.00E-06	1.00E-06	
PTGS2	-1.177083319	0.113412	0.0445783	
PTGS1	-0.035697025	11.483601	11.202701	
PTGR2	0.220811091	36.138201	42.116701	
PTGR1	-0.550436556	11.800401	8.054301	
PTGIS	-1.063905376	0.0421751	0.0149572	
PTGIR	-0.657169992	2.043001	1.291851	
PTGFRN	-0.069344581	6.791321	6.472141	
PTGFR	-0.965869727	0.00953436	1.00E-06	
PTGES3L	0.551251696	0.36349	0.537296	
PTGES3	0.035785285	67.842801	69.546901	
PTGES2	0.144400174	20.054401	22.166601	
PTGES	0.00716626	0.572975	0.575878	
PTGER4	0.357106449	2.482751	3.182851	
PTGER3	0.821735531	0.0653322	0.123152	
PTGER2	-0.992366431	1.315301	0.656166	
PTGER1	0.37706108	36.395201	47.269201	
PTGDS	0.329349494	0.463962	0.585508	
PTGDR	0	1.00E-06	1.00E-06	
PTF1A	0	1.00E-06	1.00E-06	
PTER	0.2079111	11.616001	13.418201	
PTEN	0.137729637	22.551101	24.811101	
PTDSS2	0.156936819	15.861401	17.685301	
PTDSS1	-0.016447461	22.379301	22.125501	
PTCRA	1.222926259	0.153664	0.372024	
PTCHD4	0	1.00E-06	1.00E-06	
PTCHD3	0	1.00E-06	1.00E-06	
PTCHD2	0	1.00E-06	1.00E-06	
PTCHD1	-0.079312687	7.140851	6.758341	
PTCH2	0	1.00E-06	1.00E-06	
PTCH1	0.077949052	3.755371	3.964411	
PTCD3	0.090640814	27.952901	29.766101	
PTCD2	0.165976191	31.209201	35.015601	
PTCD1	0.117352716	9.118351	9.891911	
PTBP3	-0.206127886	63.719501	55.234601	
PTBP2	0.018877872	3.667741	3.716181	
PTBP1	-0.009320825	101.700001	101.045001	
PTAR1	0.214859756	2.030711	2.358431	
PTAFR	-0.629212547	47.870901	30.946401	
PSTPIP2	0.371263982	23.973801	31.012701	
PSTPIP1	0.002838974	265.504001	266.027001	
PSTK	0.248679213	9.697531	11.523701	
PSRC1	-0.372382061	1.508721	1.163221	
PSPN	-0.262109073	0.727534	0.605006	
PSPH	0.308605212	4.618071	5.721911	
PSPC1	0.073908533	10.727301	11.291701	
PSORS1C2	-2.566020619	0.0492233	1.00E-06	
PSMG4	0.065862287	24.048901	25.172701	
PSMG3	0.034475447	20.639701	21.139101	
PSMG2	0.009179267	17.192301	17.302101	
PSMG1	0.288243755	17.985701	21.965501	
PSMF1	-0.142620275	9.538101	8.639361	
PSME4	-0.12135174	27.278801	25.077301	
PSME3	0.024436351	47.489601	48.301001	
PSME2	0.134467923	218.666001	240.028001	
PSME1	0.092397404	125.269001	133.555001	
PSMD9	0.029224678	7.599621	7.755341	
PSMD8	-0.014327918	144.391001	142.964001	
PSMD7	0.071093899	85.267201	89.574801	
PSMD6	0.12865104	67.204901	73.474101	
PSMD5	0.003443611	34.512001	34.594501	
PSMD4	0.062697636	72.383701	75.599201	
PSMD3	0.008010513	54.858001	55.163501	
PSMD2	0.027627809	126.395001	128.839001	
PSMD14	-0.048185138	53.579601	51.819301	
PSMD13	0.022913958	55.213301	56.097401	
PSMD12	0.11416308	49.575301	53.658501	
PSMD11	0.088231738	54.190001	57.608201	
PSMD10	0.199265726	71.506601	82.099201	
PSMD1	-0.028983396	62.485901	61.242901	
PSMC6	0.090606039	61.794401	65.800401	
PSMC5	-0.02493929	61.706501	60.648801	
PSMC4	0.110823994	57.856001	62.476301	
PSMC3IP	-0.038819224	1.591211	1.548701	
PSMC3	0.081105013	61.941001	65.523501	
PSMC2	0.085727709	53.857101	57.155001	
PSMC1	-0.027153714	76.684101	75.254101	
PSMB9	0.268148296	65.864001	79.319501	
PSMB8	0.218146889	100.383001	116.771001	
PSMB7	0.056535341	210.723001	219.145001	
PSMB6	0.03739242	158.689001	162.856001	
PSMB5	0.06381734	222.663001	232.734001	
PSMB4	0.13707244	136.007001	149.564001	
PSMB3	0.143542444	157.789001	174.297001	
PSMB2	0.092567648	138.492001	147.670001	
PSMB11	0.122976751	0.185045	0.2024	
PSMB10	0.261394464	68.838301	82.514101	
PSMB1	0.029930254	136.804001	139.672001	
PSMA8	-0.137819988	1.115691	1.013131	
PSMA7	0.035953585	132.112001	135.446001	
PSMA6	0.04940878	176.450001	182.598001	
PSMA5	0.143455922	82.796101	91.453301	
PSMA4	0.076779176	99.168801	104.590001	
PSMA3	0.131798726	142.235001	155.842001	
PSMA2	0.115168462	132.635001	143.658001	
PSMA1	0.111875478	111.360001	120.340001	
PSKH1	0.00012563	12.621501	12.622601	
PSIP1	-0.078618309	5.945781	5.629911	
PSG29	0.581713067	0.0164616	0.0296031	
PSG28	-0.291184687	0.167973	0.135445	
PSG23	-1.279898964	0.487076	0.194708	
PSENEN	0.184563093	108.715001	123.553001	
PSEN2	0.100423058	47.079801	50.474401	
PSEN1	-0.099707319	39.495701	36.857601	
PSD4	-0.052329821	19.949401	19.238401	
PSD3	-0.59145437	1.912061	1.265621	
PSD2	0.021148333	0.195663	0.1987	
PSD	0.389989178	4.467331	5.857021	
PSCA	0	1.00E-06	1.00E-06	
PSAT1	0.144657279	8.380601	9.265541	
PSAPL1	0	1.00E-06	1.00E-06	
PSAP	-0.26813984	3542.460001	2941.620001	
PRX	-0.082096048	0.240543	0.226684	
PRUNE2	0.249940955	2.264231	2.694421	
PRUNE	0.022837696	8.477801	8.613231	
PRTN3	-1.356991789	0.978221	0.375797	
PRTG	0.409005503	1.00E-06	0.00327903	
PRSS8	-1.07279771	0.418125	0.193529	
PRSS58	0	1.00E-06	1.00E-06	
PRSS57	-0.594214788	0.128119	0.0814907	
PRSS56	0	1.00E-06	1.00E-06	
PRSS55	-0.063673631	0.137584	0.131212	
PRSS53	-0.081520732	1.740121	1.643971	
PRSS52	2.023242399	1.00E-06	0.0306537	
PRSS51	-1.234143756	0.0856241	0.0306493	
PRSS50	0.173414852	0.417349	0.471932	
PRSS46	0.134390099	2.707951	2.973301	
PRSS45	0	1.00E-06	1.00E-06	
PRSS43	-1.032376589	0.0387928	0.013855	
PRSS42	0	1.00E-06	1.00E-06	
PRSS39	0	1.00E-06	1.00E-06	
PRSS38	1.817511737	1.00E-06	0.0252508	
PRSS37	0	1.00E-06	1.00E-06	
PRSS36	-0.174072829	1.004481	0.889172	
PRSS35	-0.151124742	0.118806	0.105996	
PRSS34	-2.164638798	0.0348399	1.00E-06	
PRSS33	0	1.00E-06	1.00E-06	
PRSS32	0	1.00E-06	1.00E-06	
PRSS30	0	1.00E-06	1.00E-06	
PRSS3	0	1.00E-06	1.00E-06	
PRSS29	0.418414474	0.0360426	0.051534	
PRSS28	0	1.00E-06	1.00E-06	
PRSS27	0	1.00E-06	1.00E-06	
PRSS23	-0.212930326	0.377882	0.324658	
PRSS22	-2.0319848	0.0309008	1.00E-06	
PRSS21	0	1.00E-06	1.00E-06	
PRSS2	-0.62549123	0.544646	0.349521	
PRSS16	-0.077562264	0.333851	0.315853	
PRSS12	0	1.00E-06	1.00E-06	
PRRX2	0	1.00E-06	1.00E-06	
PRRX1	1.44805378	0.0855451	0.250685	
PRRT4	0	1.00E-06	1.00E-06	
PRRT3	0.32232542	0.0619569	0.0799709	
PRRT2	1.083186715	0.0564876	0.130868	
PRRT1	1.303361109	0.0479486	0.133019	
PRRG4	0.128495213	5.684401	6.214851	
PRRG3	0.328673485	0.0139582	0.0200881	
PRRG2	0.009922852	14.174901	14.272801	
PRRG1	-0.207495647	1.059821	0.916507	
PRRC2C	-0.152109343	22.318201	20.083901	
PRRC2B	-0.318204368	14.026101	11.247901	
PRRC2A	-0.003454024	43.941301	43.836201	
PRRC1	-0.02504159	27.047601	26.582001	
PRR9	0	1.00E-06	1.00E-06	
PRR7	2.336933104	1.00E-06	0.0405278	
PRR5L	-1.035692624	0.556893	0.26652	
PRR5	-0.811778505	0.191617	0.104857	
PRR3	0.040263482	8.620251	8.864501	
PRR24	0.295810141	6.024781	7.398141	
PRR23A	0	1.00E-06	1.00E-06	
PRR22	-1.308481836	0.309902	0.119159	
PRR19	0	1.00E-06	1.00E-06	
PRR18	0.294606841	0.0122661	0.0173105	
PRR15	0.263463038	5.317851	6.385321	
PRR14L	-0.07042093	6.036611	5.748551	
PRR14	0.156361941	17.254301	19.230601	
PRR13	-0.076705029	383.059001	363.224001	
PRR12	-0.02690209	7.218951	7.085401	
PRR11	-0.321044925	2.174601	1.738751	
PRPSAP2	0.01835697	17.185901	17.406101	
PRPSAP1	0.137433573	16.491801	18.141101	
PRPS2	-0.094417716	10.823501	10.137201	
PRPS1L3	0.026745021	13.997701	14.259801	
PRPS1L1	-2.52914458	0.153622	0.0183461	
PRPS1	-0.059789702	4.671491	4.481441	
PRPMP5	0	1.00E-06	1.00E-06	
PRPH2	0	1.00E-06	1.00E-06	
PRPH	1.229271388	1.00E-06	0.0134472	
PRPF8	0.030198445	46.088401	47.063501	
PRPF6	-0.018206262	19.766201	19.518201	
PRPF4B	0.019333814	30.757801	31.172901	
PRPF40B	0.326804666	2.043161	2.565141	
PRPF40A	-0.021531403	35.167101	34.646001	
PRPF4	0.034212712	6.080541	6.226701	
PRPF39	0.024380803	12.728301	12.945401	
PRPF38B	0.166395304	53.999401	60.602101	
PRPF38A	-0.066648882	15.962401	15.241301	
PRPF31	0.011393086	17.988701	18.131401	
PRPF3	0.081374674	10.562901	11.176401	
PRPF19	-0.015400655	21.528601	21.299901	
PRPF18	-0.116831239	17.489901	16.128601	
PRP2	0	1.00E-06	1.00E-06	
PROZ	-0.008711986	0.285823	0.284042	
PROX2	0.611578969	0.398925	0.614809	
PROX1	-0.210480965	0.00895346	0.00638051	
PROSER2	0.301724054	1.041301	1.285851	
PROSER1	0.102810358	9.249131	9.933041	
PROSC	0.074473849	17.042701	17.946101	
PROSAPIP1	0.951099102	0.172927	0.343661	
PROS1	-0.164920578	7.440771	6.635921	
PRORSD1	-0.01562372	7.174961	7.097571	
PROP1	0	1.00E-06	1.00E-06	
PROM2	-0.124901148	0.095028	0.0863177	
PROM1	-1.264745425	0.129747	0.0481589	
PROL1	0	1.00E-06	1.00E-06	
PROKR2	0	1.00E-06	1.00E-06	
PROKR1	-0.743446045	0.26816	0.156148	
PROK2	1.867878679	1.00E-06	0.0265032	
PROK1	0	1.00E-06	1.00E-06	
PRODH2	0	1.00E-06	1.00E-06	
PRODH	0.211035184	2.847951	3.298131	
PROCR	-0.65600098	1.313701	0.830067	
PROCA1	0.490847866	0.118223	0.170188	
PROC	0	1.00E-06	1.00E-06	
PROB1	1.03393864	0.0799411	0.174164	
PRNP	0.029464667	31.032001	31.672501	
PRND	0.983402999	0.0255037	0.0601952	
PRMT8	0	1.00E-06	1.00E-06	
PRMT7	0.140993326	17.534601	19.335801	
PRMT6	0.194970351	5.746851	6.579871	
PRMT5	-0.043371691	16.744701	16.248501	
PRMT3	-0.022395894	12.753101	12.556501	
PRMT2	-0.197789046	7.205511	6.281101	
PRMT10	0.02447451	7.946561	8.082691	
PRMT1	0.183607146	74.237001	84.313801	
