!Series_platform_id	GPL6885			
GENE	rna	Control~osteoclast~progenitors~1	Control~mature-osteoclast~progenitors~1	@OC_up
GNG11	0.318292257	5.360608594	6.68636348	
FANCG	0.045726438	5.163334098	5.3299299	
4930438M06RIK	-0.10179114	6.716205994	6.257985414	
1700012B09RIK	0.682727333	4.669971943	7.502156992	
EBF2	0.032903387	4.656396927	4.76404583	
FNBP4	-0.015032789	5.271431181	5.216684734	
1200006O19RIK	0.172345326	7.952799783	8.963190927	
2900093B09RIK	0.056180374	4.602413609	4.785569867	
ELF2	0.071368671	6.349903103	6.672432947	
HRSP12	-0.070149783	7.198974294	6.856829878	
1200014P03RIK	0.199700078	9.334064669	10.72128055	
GABARAP	0.000929219	13.19611223	13.20462084	
NDUFA1	0.134336878	12.09374519	13.27492792	
2010001J22RIK	-0.035199239	4.83196201	4.715256095	
MMP20	-0.006757308	4.702505057	4.680484196	
TBXAS1	-0.366954824	9.722919976	7.537076349	
STK22A	0.000786437	4.679213353	4.681770217	
SLC22A12	0.018543351	4.644420386	4.704631038	
NXF	0.084111941	4.874116813	5.167334912	
ASB7	-0.134332948	5.14093411	4.682969673	
SH3GL2	-0.010854011	4.710914043	4.675529863	
KLF7	-0.155303925	9.753642621	8.757196379	
CEP1	-0.129540741	5.661661346	5.174592684	
EOMES	0.042329229	4.550837446	4.686636633	
GSTM2	-0.060070187	8.41146905	8.068020085	
KCTD9	0.098508297	8.299573256	8.886776349	
LOC214568	0.018570897	5.454982886	5.525784857	
2810423O19RIK	0.016110627	4.693326616	4.746143186	
KRTCAP1	-0.126988516	5.311494593	4.86311065	
CYP4V3	0.289403579	9.324742202	11.39831454	
BC021790	-0.162957588	6.992798902	6.244844724	
4921507I02RIK	0.097653708	6.541681561	7.000507789	
KLK7	0.108027429	4.892929742	5.274150354	
E330039K12RIK	0.03097675	4.865836371	4.971659655	
E130309D02RIK	0.068552454	6.226241782	6.529722039	
BHLHB9	-0.103345339	6.142204574	5.716914791	
HRASLS	0.031029627	4.690451164	4.792643978	
LOC380845	0.064593877	4.627761274	4.840126705	
NXPH2	-0.01555243	4.654567676	4.604553128	
OLFR1095	0.003857455	4.585303753	4.597607044	
OLFR677	-0.002111202	4.564782206	4.558092487	
CCRL1	0.008830473	4.772734662	4.802098684	
EVI2A	-0.151957155	11.79951337	10.61890047	
2310032D16RIK	0.174504963	7.235636062	8.167258833	
OLFR523	-0.006847058	4.650562524	4.628495812	
IRF2	-0.13092684	12.21410522	11.1535976	
4931414P19RIK	-0.005127823	4.579633107	4.563348965	
LOC387334	-0.001457913	4.656989544	4.652275708	
LY6G6C	-0.016197869	4.725240033	4.672372432	
NFE2L1	0.047649613	10.86310358	11.22821892	
A930038C07RIK	-0.047955212	4.847166573	4.688368113	
PSCDBP	-0.130478588	10.42295824	9.520803168	
N28178	0.072208598	4.628193984	4.866248866	
4930572I07RIK	0.028356699	4.620526849	4.712441903	
PHF5A	-0.045869115	12.95160784	12.54598818	
2310045B01RIK	0.069877657	8.669582413	9.100329864	
CYC1	0.263277506	11.11779002	13.34559831	
OLFR1506	0.021597119	4.58220755	4.651469951	
SLCO1B2	-0.014143602	4.610987605	4.565906641	
MYO7A	-0.468458898	9.012274665	6.510724689	
E130304D01	0.04359936	4.624805545	4.767010908	
C430014D17RIK	-0.137385095	7.4896115	6.808388327	
SMARCAD1	-0.171783495	8.851119529	7.856410577	
PSCD2	0.222598288	5.370359303	6.267981632	
SRPK2	0.011795623	8.122908227	8.189676299	
HIST1H4D	-0.243885735	6.328317001	5.342504417	
SNRP1C	-0.011343508	8.908219697	8.838373179	
DCT	-0.038084271	4.689598963	4.567162079	
VARS2L	0.143759101	7.806485873	8.625497225	
TRIM39	-0.058846737	8.244357124	7.914440735	
AZI2	0.089870092	6.023005397	6.410772869	
2900026A02RIK	-0.090798842	4.893077212	4.59400257	
KLRA2	-0.194895317	5.726753531	5.001836045	
E430034L04RIK	-0.047788944	8.625548097	8.344183337	
6430701C03RIK	0.025516351	4.67404997	4.757631787	
ARX	0.073329287	4.664561586	4.908302095	
ABHD2	-0.108580518	6.107135162	5.663644022	
CDH23	0.029479562	4.846093367	4.946341939	
FBXO31	0.046068822	7.477546265	7.720500561	
CDC25C	-0.442530543	6.902880647	5.076793309	
SYNJ2BP	0.091896299	7.782572903	8.295091404	
LYZS	-0.2407404	11.84641061	10.02420917	
FOXP1	-0.016775729	8.274813422	8.179035139	
CD7	-0.022940442	4.673290338	4.599409805	
PIK3C2A	-0.248077419	6.748185787	5.680512507	
D10BUR2E	0.290152836	5.689126917	6.95872033	
FOXJ2	-0.126939052	8.753022266	8.014933697	
OLFR1126	-0.015686453	4.69713615	4.646232602	
KLK1B27	0.084463644	4.752314122	5.039450607	
GABRG2	-0.000630273	4.711303161	4.709241005	
LOC269862	-0.009628654	4.689958931	4.6586955	
TNR	-0.008269155	4.670812389	4.644059925	
BC004004	-0.120386157	5.879836753	5.408304565	
COL4A6	-0.019553914	4.674355312	4.611293105	
RBP4	0.026419311	4.597673953	4.682829171	
ARF3	0.062084598	10.34146189	10.79664821	
AUP1	0.068674843	10.80895529	11.33641107	
TNFAIP3	0.327973114	7.821692389	9.820720892	
SEPW1	-0.493127598	9.125886671	6.480893823	
PHTF2	0.096229089	9.023376935	9.646460638	
2700097O09RIK	-0.115779146	9.204740184	8.494134079	
PFKM	0.229906549	7.328810062	8.596655408	
HECTD2	-0.045251841	4.862598929	4.712136142	
0610009O03RIK	0.024186618	9.674716465	9.838448271	
NPNT	-0.027179866	5.172270432	5.075552212	
4933424B01RIK	-0.139117332	8.147017525	7.397180119	
TULP4	-0.052045794	11.58062692	11.16994281	
ZMYND10	0.006458852	4.732186413	4.753464469	
KLRA18	0.139199038	4.591972302	5.058122297	
NEK3	0.209654256	5.730464749	6.628336668	
RNF20	-0.12844352	5.881720759	5.37985154	
DNMT3B	-0.060293271	6.399368068	6.137027122	
OLFR1173	-0.005188372	4.597191966	4.580652854	
ASB6	0.079257773	6.84707996	7.234329253	
AGPAT6	-0.039907997	8.488724896	8.256853989	
FURIN	-0.075021263	7.990167704	7.584784238	
3000003F02RIK	-0.217128489	9.145978111	7.866668311	
BAT1A	-0.072412115	10.87063181	10.33798751	
TBX1	0.003965594	4.567697131	4.580297341	
1700095N21RIK	0.192749779	9.097632592	10.39947839	
LOC235206	0.016086425	4.550288168	4.601421109	
4633402D15RIK	-0.045262783	5.458862351	5.289947129	
CALCB	0.084454817	4.762189912	5.049890884	
4933407N01RIK	0.07151888	9.444250808	9.924738666	
USP53	0.014588668	5.191601921	5.24446785	
DSCAM	0.028854187	4.787712359	4.884633549	
6820449I09RIK	-0.009563192	6.421476663	6.378985323	
SUHW3	-0.273014968	6.118620622	5.061974291	
SYK	0.020483222	5.59874476	5.678945078	
PRODH2	-0.014918303	4.809453166	4.759874008	
DCL1	-0.165021176	5.095935385	4.544062543	
IL17B	0.020295366	4.610173992	4.675628417	
2610101N10RIK	-0.042557723	9.562101181	9.283860074	
A930017E24RIK	0.17283358	6.677350174	7.528451705	
AI325464	-0.002760699	4.629266394	4.620397319	
MAGEA9	-0.051029885	4.911087714	4.740065299	
CPB2	0.032514876	4.612300618	4.717658957	
ZFP295	0.097423413	6.54622596	7.004250677	
ZSWIM3	0.062060184	7.244521395	7.563397339	
MTAP7	0.266470108	4.656718178	5.603413959	
PCDHGA7	-0.062112078	4.910239424	4.702904482	
C1QTNF4	-0.017642406	4.64071873	4.584192423	
ZFP75	-0.175639756	7.098868191	6.284012871	
BCL7A	-0.501385343	7.940584604	5.606516455	
ACOX2	0.012782936	5.368667442	5.416536647	
EXOC7	0.076334096	8.361555987	8.816429131	
2700050P07RIK	0.070802036	7.40646343	7.779514612	
MAL2	-0.025744135	4.703925302	4.620553855	
PRUNE	0.123534903	6.490952553	7.07214326	
MMD2	-0.001623054	4.659931155	4.654680364	
OLFR1160	0.053889728	4.878791374	5.0648584	
E330009P21RIK	-0.062581249	4.76681573	4.564036808	
DGUOK	0.1848927	8.934427604	10.15742089	
SECTM1	-0.013124313	4.668219906	4.625854754	
TUBB3	0.079977438	5.040734051	5.328633518	
ADARB2	-0.012191879	4.587247089	4.548560522	
CUGBP2	-0.516236546	11.39092996	7.961454882	
RAB27B	0.018509435	4.666993392	4.727384681	
A030010B05RIK	0.049308368	5.971897206	6.179880198	
2010106G01RIK	-0.123223578	7.773372279	7.136177678	
BTD	-0.014532268	6.924400378	6.854900782	
OLFR702	0.204263236	5.241551893	6.040301576	
NUDT4	-0.073396896	10.45328029	9.934276523	
RNF111	-0.029201973	5.065851537	4.964142708	
GTF2H2	-0.165797417	11.46571757	10.21986389	
MLLT3	0.199952189	5.269868918	6.054775748	
AFG3L1	0.060252959	8.892637024	9.272321674	
CNIL	0.03651179	5.06246399	5.192476373	
OLFR459	-0.011505969	4.638103011	4.601180287	
3110035E14RIK	0.036413812	4.591457865	4.709077386	
MRAS	0.844939148	5.130873426	9.223980207	
2610312B22RIK	-0.049644042	10.38450696	10.03290949	
RPO1-1	0.003833728	9.666886835	9.692635788	
4732433M03	-0.023940925	4.779690525	4.700863459	
RBM8	0.014990947	8.112569462	8.197410562	
C230094B15RIK	-0.003471779	4.629216093	4.618065455	
RORB	0.037505666	4.956710391	5.08752269	
WWOX	0.12272785	4.86992814	5.303224797	
OLFR297	0.014570908	4.702399103	4.750234472	
LMAN2	0.080278995	10.10815884	10.68714489	
4930465K10RIK	0.006521504	4.622631061	4.643619634	
AP2B1	-0.000519503	7.266593457	7.263973687	
CBLN1	0.033936082	4.750531494	4.863839475	
ATP2C1	0.180648848	8.011168222	9.081140012	
OLFR874	0.00220719	4.698255411	4.705464119	
SLC1A5	0.55036032	4.798346027	7.031589093	
CCK	-0.008896425	4.537471673	4.509515828	
ACAT2	0.107530121	8.310857403	8.95474357	
ERG	-0.027219484	4.758023268	4.668907774	
TSGA8	0.029353492	4.662336991	4.758375415	
AI747448	-0.0207069	4.684954722	4.618049658	
3830422K02RIK	0.047614057	4.665188741	4.822060994	
GSBS	-0.017684295	4.698926652	4.641557807	
ZFP346	0.009569019	6.169591191	6.210715035	
UGDH	0.006596961	4.742543804	4.764325357	
WASF1	0.17769476	5.445697879	6.160804182	
4933411G06RIK	0.049385556	4.562091111	4.721310061	
PARD3	-0.022781186	4.792048627	4.716816397	
AW538196	-0.059358094	8.345615458	8.008809162	
GNG3	0.003932843	4.574452218	4.586966663	
METAPL1	0.158041624	7.034956107	7.850561341	
TPD52	-0.103518447	10.70688568	9.964851531	
KL	0.005526429	4.656284482	4.674193564	
2600013N14RIK	-0.046403101	8.710217488	8.434201564	
DCBLD1	0.276676451	5.017643708	6.080492377	
4732429I09RIK	-0.006520293	4.756897932	4.735402439	
OPTC	0.005183724	4.808335054	4.825678875	
ALDH3A1	0.153832829	4.649692168	5.174006325	
HS3ST1	-0.214051228	5.298684121	4.566685234	
CCNJ	0.005107964	4.556346488	4.572542617	
ADAM29	0.002614418	4.682027717	4.690538209	
HIPK3	0.125635701	5.878360838	6.414133095	
LOC245376	0.016792059	4.596812644	4.650746302	
BAI2	0.024831281	4.587417484	4.667231905	
4933417K04RIK	0.103931683	6.030461103	6.48167316	
6430517E21RIK	-0.014361368	4.659300879	4.61305071	
BSG	0.021507763	4.649158126	4.719137399	
4631401E18RIK	0.000218094	4.848327019	4.849061513	
IKBKAP	-0.184419901	9.038596895	7.952791046	
STMN2	0.025372972	4.618789063	4.700916602	
TEX261	-0.071293761	11.4604656	10.90740662	
D5WSU178E	-0.0803076	8.731540507	8.258238164	
1700010A17RIK	-0.005008495	4.654911425	4.638744683	
ZFP459	-0.043481608	5.149244448	4.996069067	
LOC382891	0.015424951	4.618791266	4.66854671	
4921507P07RIK	0.054397193	4.731223325	4.913405417	
ARL6IP1	-0.121572589	13.62031837	12.51878637	
DAPP1	0.009698602	6.988966543	7.036176012	
2810021B07RIK	-0.00755739	7.588750153	7.549049062	
ACAD9	0.059011276	8.515683934	8.871644633	
KLF5	0.106326157	5.112173098	5.503934635	
OLFR729	-0.003416475	4.595213079	4.584320284	
KCNJ8	-0.050307818	5.510404116	5.321221279	
CHIC2	-0.00570637	11.0821392	11.03835251	
HES5	0.052580882	4.760854028	4.937941446	
SOST	-0.04925741	4.682214109	4.524713596	
5730403M16RIK	0.039504075	6.968712711	7.162445088	
OLFR539	0.044358696	4.638691141	4.783845031	
DMWD	-0.369178297	8.906165565	6.89310347	
9530068E07RIK	-0.031384662	11.5710709	11.32185466	
PGBD5	0.060906377	4.614286159	4.813689533	
PPP1R1B	0.00741042	4.971258332	4.996910449	
QK	0.028175742	4.542052922	4.631828022	
EYA2	0.091366954	4.617962546	4.920534811	
GHR	0.937839106	4.665123169	8.945931412	
OLFR1079	0.012883749	4.613889381	4.655367187	
CYP2D13	0.00346371	4.61891363	4.630040358	
YWHAH	-0.099932057	9.403252404	8.773288688	
ADAM5	0.008911231	4.602623131	4.631202531	
ZFP537	-0.046626665	4.622272451	4.474954794	
2300002D11RIK	-0.125008497	5.158330881	4.729352401	
AACS	-0.041394868	9.883218715	9.60338894	
JARID1C	0.125308873	5.132714095	5.599370295	
CCS	0.022696205	10.70277655	10.87264056	
NTRK3	0.013954319	4.696329591	4.742071942	
PCDHB3	0.04229444	4.504498171	4.638805504	
SMARCA1	0.043185604	4.579100043	4.718546755	
LAMB1-1	0.028029006	4.546406748	4.635795168	
USP5	0.022535682	8.012361027	8.138658523	
EML4	-0.197341847	8.702110476	7.58831963	
BC029103	-0.014962491	4.818342249	4.768525284	
2610528H13RIK	-0.184080217	7.058012938	6.211336166	
PRAMEL1	0.002122562	4.701455293	4.708392112	
GLG1	-0.102710845	12.97316734	12.08098297	
NUDT7	0.10133048	7.270870606	7.800643698	
A730024F05RIK	-0.125849965	6.206373878	5.687082551	
PCOLCE	-0.076302561	4.764165767	4.518226425	
MAPK8IP3	0.010647719	4.701737485	4.736640805	
9430077A04RIK	0.088892074	5.868001596	6.24156686	
BBS2	0.16293585	5.540217677	6.20381894	
9130416N05RIK	-0.223669264	6.394451696	5.47467372	
LOC195357	-0.016700072	4.569418775	4.516714847	
NUDT6	0.165238598	8.520776521	9.555999184	
POLH	-0.260800419	8.878332848	7.408422439	
KCNV2	-0.005614183	4.59187412	4.574000934	
SLIT2	-0.009138854	4.570860573	4.541934499	
COL1A2	0.059435523	5.105182028	5.320316149	
OAS1G	-0.285934814	7.422023046	6.085819404	
HEMP1	-0.052127232	12.88815498	12.4304397	
CD3Z	-0.01983133	4.802448198	4.736748727	
GHRH	0.037811773	4.690147717	4.814962973	
MAS1	0.073475332	4.724523688	4.971895032	
ZC3HDC8	0.072822694	6.198013208	6.519417631	
SERPINB2	0.087010337	4.496447101	4.776598483	
SEH1L	-0.002680427	7.448576247	7.434731596	
RPS20	-0.008310663	14.78282848	14.69785917	
CCL3	-0.83892962	12.09457539	6.757162101	
A230063L24RIK	-0.000868519	4.53442782	4.531692845	
BC043934	0.027631298	4.636963917	4.726822922	
BOP1	-0.141890613	10.10015208	9.153140752	
MELL1	-0.031583451	4.721345318	4.618892342	
PTPRH	-0.021470064	4.769565656	4.698963223	
PFKFB2	0.335732797	6.030609029	7.613358961	
SIRT7	-0.038501213	11.97794353	11.66225235	
IRAK3	-0.440353843	10.73392408	7.907776075	
ABCA9	0.047034962	4.870730868	5.032475479	
UBE2J1	-0.100424578	7.988292998	7.450475339	
0610041B22RIK	-0.078860972	9.228619937	8.737170324	
PIP5K1B	0.134885787	9.194130014	10.09618893	
AKR1C12	0.116827752	7.474069005	8.105334788	
ADORA1	0.013539893	4.827788811	4.873405855	
RHAG	0.042338679	5.078042621	5.229573693	
2310065K24RIK	0.030886793	9.944587518	10.16000392	
BTEB1	0.179720161	9.369969674	10.61435549	
MYO10	0.340658703	5.267167302	6.67265977	
DISP2	0.021086503	4.558219241	4.625478901	
TIGD3	0.007270559	5.416853664	5.444271688	
SLC26A9	-0.010138947	4.668614237	4.635849222	
CHODL	0.020555612	4.656281908	4.723243296	
KCNJ5	0.042558082	4.83037869	4.975291981	
SENP6	0.013855049	4.693030569	4.73841411	
D030028O16RIK	0.208952332	7.155240338	8.271932411	
MGC25972	0.018818604	4.691233894	4.752958777	
SNX2	-0.146569908	11.38486719	10.28407503	
FSD1	-3.63E-05	4.812326807	4.812205486	
NR5A1	-0.030636613	4.805861279	4.704671401	
OLFR1451	0.084169168	5.055240461	5.359545311	
BAT2	-0.119402372	7.527288231	6.928593225	
WARS	0.129738497	7.197342653	7.875520205	
4930517G15RIK	-0.089188122	4.857939181	4.56611409	
LAPTM4A	-0.021840265	11.73038847	11.55399492	
RAP2B	-0.110922724	8.607258924	7.969544026	
GAA	0.307908838	8.662818249	10.72618636	
E130306M17RIK	0.021013994	4.635466073	4.703626157	
LIPK	-0.005703668	4.646286686	4.627914483	
LOC235256	-0.066207194	4.929892488	4.708317328	
TCTA	0.03314842	5.310248335	5.433905444	
2600011E07RIK	-0.09285355	5.015306467	4.702060397	
FCAMR	-0.026675037	4.749623965	4.662428414	
ADD2	0.021110969	4.547911837	4.615098172	
SERPINB1C	0.036662534	4.602855942	4.721582474	
IAN4	-0.026706596	4.679468134	4.593457124	
V1RB6	0.047897576	4.58544652	4.740576582	
SVS2	-0.018752387	4.643703306	4.583605136	
AOF2	-0.001088253	10.07676685	10.06916107	
ACTL6A	-0.086888857	10.53658344	9.920146157	
ASL	0.132171616	7.551268658	8.276712853	
TNNI3K	-0.009286482	4.747701751	4.71717526	
MIP	0.034225178	4.810090495	4.925805042	
SOX21	0.087474108	4.773931037	5.072966424	
NSFL1C	-0.007723981	10.17125398	10.11689067	
1810011O10RIK	0.001047522	4.67651568	4.679919734	
1700027M21RIK	-0.134375867	5.171237289	4.710438195	
NXF1	-0.004114745	8.655506045	8.630826157	
RGPR	0.527882401	4.57526981	6.601094006	
RSU1	0.008482537	8.601307339	8.652087924	
GALNT3	-0.060579285	4.817071256	4.618577373	
FZR1	-0.038931201	9.836385563	9.574233338	
DBR1	-0.117503118	9.933419959	9.155661605	
8430432M10RIK	0.053047216	8.656967985	8.981579649	
KLRA20	0.040269669	4.683965646	4.816833132	
LMNA	0.058715274	12.4408146	12.95799472	
SCA1	-0.014820856	9.052198439	8.95957872	
IQCD	-0.013638211	4.67208616	4.628033601	
SLC31A1	0.050301054	10.46532383	10.83699858	
2310069P03RIK	-0.005594281	7.752947472	7.722903686	
MDK	-0.168288122	5.754091614	5.11945356	
LOC241525	0.010414823	4.674861076	4.708803479	
MGRN1	-0.021516374	11.89326342	11.71705523	
CLCF1	-0.004060231	4.667809662	4.654663234	
KLRA12	-0.026277532	4.677257705	4.592655885	
GSTO1	0.184245765	11.67358136	13.26515158	
BMP2K	-0.240864959	5.92243848	5.010253707	
CARD11	-0.049166247	4.827515375	4.665433059	
E130113K22RIK	-0.130741407	5.623288544	5.135231405	
NR4A2	0.163414101	5.650119304	6.328961753	
CRK7	-0.030743502	5.029294293	4.923044185	
4933426M11RIK	-0.059104312	10.43679779	10.01746183	
1110007A06RIK	0.030361034	5.304120507	5.417139445	
CSF1	-0.044697198	4.725292087	4.580833852	
1110012E06RIK	0.138851065	9.120250398	10.04266068	
COPB1	-0.05452111	5.214661322	5.020899641	
V1RC11	-0.017792809	4.650367302	4.593243806	
OLFR1019	0.018815597	4.587070018	4.647417574	
GPC5	-0.005282524	4.679691645	4.662551428	
PTPRE	0.067526508	9.592978474	10.05313873	
5730454B08RIK	0.005078879	4.694870349	4.711462613	
C130099A20RIK	-0.060179775	5.722338886	5.488141843	
USF1	-0.07688209	7.28260807	6.904154159	
GRCC9	0.119171773	8.367965402	9.089401767	
SOX6	0.003170948	4.6650253	4.675311997	
ANGPTL2	-1.000690882	9.866590272	4.925930836	
CASP4	0.25510537	7.446011923	8.888175402	
SPRN	0.061711398	4.874587201	5.088058902	
IGSF4B	0.011462898	4.602971621	4.63976987	
SYPL	-0.118633573	12.53114469	11.54114178	
PTCRA	0.037186885	5.60003228	5.746516156	
C87860	-0.054095924	7.872168147	7.582087408	
MS4A6B	-0.510640919	6.59875599	4.628755512	
RTN1	-0.141436223	5.411568653	4.905281736	
ATP5D	0.179962867	11.45590676	12.97920667	
CSNK1A1	0.057904828	4.528560095	4.714427407	
MRPL37	0.140224678	9.965669762	10.98395356	
EG13909	0.007245359	4.594721391	4.61790493	
MRPS12	-0.010735429	11.41344491	11.32875589	
MYO5A	-0.039815404	7.195404483	6.999269114	
MFI2	0.035860472	5.001817845	5.127955703	
OLFR1475	-0.020750232	4.709760248	4.642361959	
ACOX3	-0.088658897	5.919508065	5.566088743	
OLFR1256	-0.011971315	4.604077106	4.565948444	
ECH1	0.099941235	11.75700098	12.60104569	
GPS1	-0.000129528	6.742479895	6.741873671	
SART1	-0.033888327	7.462492724	7.28901234	
CLK1	-0.009639071	6.706731964	6.662005081	
4933402P03RIK	0.014758384	4.586306915	4.633567222	
SMARCB1	-0.063230123	9.418574896	9.014266071	
FGF14	0.025826825	4.785031384	4.871643981	
1300018P11RIK	-0.208285984	9.589204045	8.298734749	
FIP1L1	0.023909767	6.281618431	6.38675818	
NOL4	0.205469191	4.632027039	5.342541651	
RDH9	0.060041086	4.620451151	4.817224252	
DDX51	-0.063744619	6.115223145	5.850475739	
PCDH15	0.017308689	4.661878265	4.718266562	
2210409E12RIK	0.004626157	4.647044754	4.662002039	
OLFR447	0.000226187	4.629515327	4.63024277	
LY6C	-0.651190119	8.521239852	5.422308098	
GPR61	0.103933362	5.312869094	5.710484919	
OLFR1158	0.036386303	4.786181719	4.908684857	
BC024955	-0.005006345	9.773138997	9.739249031	
V1RB7	0.03224868	4.743499853	4.850951688	
RBMS1	-0.188234255	11.61790428	10.19557059	
COX6B	0.127538044	12.94413309	14.1414562	
HAS2	-0.041044724	4.812154912	4.676897598	
BC060267	0.161065115	5.079363421	5.680479918	
MBNL2	-0.044345562	11.75451188	11.3983955	
SLC36A3	0.126965345	4.663212252	5.093121209	
USP6NL	0.213346197	6.461679367	7.493097624	
C430010P07RIK	-0.241409094	7.410782923	6.267378984	
OLFR178	-0.002344934	4.523841323	4.516478074	
ILF3	-0.181781387	7.3674888	6.494095488	
DEFCR6	0.033207971	4.73330191	4.843749552	
FBN2	-0.005367754	4.738068978	4.72043593	
C80638	1.117707791	6.176289619	13.4143671	
ARRDC1	-0.071639833	6.711830075	6.386196404	
PLK1	-0.38942865	12.01046361	9.166805205	
ECE1	-0.394283641	6.857877099	5.215541634	
A730036I17RIK	0.016539701	4.619611293	4.672992635	
BC003479	0.079967099	10.40864725	11.00244696	
AKT2	-0.017942126	4.687294276	4.629237973	
CTXN	-0.015172074	4.851579145	4.800720341	
PDIR	0.095511378	5.670080299	6.058848064	
OLFR859	0.047517674	4.665253586	4.821805204	
C1RL	0.046255722	4.812787327	4.969921202	
DHFR	-0.167185731	5.608070071	4.993330964	
PDE8A	-0.048049617	10.52819	10.18299118	
A730016F12RIK	0.046431169	4.637317564	4.789317975	
HSF1	-0.033769775	11.38731879	11.12363504	
ATP9A	0.002934811	4.740643866	4.750317729	
A930029B02RIK	0.016175045	4.624234571	4.676484517	
2510003E04RIK	-0.065405833	7.832224582	7.484629319	
SSR4	0.018973206	12.80169437	12.97129663	
SERINC2	0.212851798	4.704020345	5.453440636	
DNCLIC1	0.223756239	8.279197639	9.669876899	
AW050020	-0.025760828	7.15936835	7.032487946	
2410042D21RIK	-0.064479991	9.129952088	8.730444267	
PNOC	-0.025420965	4.793821108	4.709916909	
2510012J08RIK	-0.083035305	8.737777409	8.248508237	
LSAMP	0.023909518	4.929387245	5.01192888	
DCLRE1B	-0.119772296	6.76065406	6.221255669	
V1RE7	-0.0421297	4.774914411	4.637205425	
ST14	0.020486347	4.857460608	4.927071881	
LOXL4	0.029393369	4.540715769	4.634382679	
OLFR1	-0.001470423	4.605701166	4.600999151	
