!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~ILsub3~24H~rep1	@OC_down
TRIM35	0.413605321	29.165244	39.180418	
4922501L14RIK	0	0	0	
DUSP22	0.875009069	3.309937	6.904509	
4631405J19RIK	0	0	0	
OLFR947-PS1	0	0	0	
COL18A1	-1.481872811	10.359773	3.0670685	
PRCP	0.364397662	23.70907	30.809074	
CDYL	0.323062154	2.487123	3.3623315	
GLB1L3	0	0	0	
EGFL7	-0.135690059	0.24748725	0.13550575	
B230208H11RIK	-0.303914642	0.3071115	0.0588275	
OLFR1204	0	0	0	
LRRC16A	-0.411107432	1.406554	0.809839	
MBTPS1	-0.701896998	15.878659	9.3763805	
OLFR720	0	0	0	
HADHB	-0.221463274	16.07386567	13.64417033	
TRPA1	-0.009534933	0.006631	0	
AVEN	-0.272675509	12.2536465	9.971143	
HMCN1	0	0	0.002856	
ETS2	2.01789973	16.760275	70.928008	
PAQR7	0.740673043	1.302783	2.8478472	
MAP3K4	-0.560773658	10.990757	7.128996	
NTF5	-0.005239911	0.005119	0.001475	
FAM214A	0.039873708	0.267796	0.3033245	
GPBP1	-0.278263717	12.451455	10.0918385	
YY1	-0.263497567	39.821592	33.007074	
GPR68	-0.730313399	1.096365333	0.263632333	
SPATA5	-0.400561361	5.180675	3.6822535	
KIF2C	-0.87120752	17.473964	9.0995145	
CCDC141	-0.055901554	0.065859	0.025349	
ASB16	-0.033372958	0.023402	0	
GP1BB	0.124721242	0.0750075	0.1720775	
LY75	-0.091384715	0.270769	0.192771	
DUSP5	-0.472254195	11.62191	8.098345	
VRTN	0	0	0	
RNF7	-0.247828777	83.364372	70.048544	
TSGA13	0	0	0	
TMED5	-0.001651765	32.206592	32.168595	
OLFR1466	0	0	0	
TXLNG	-0.285945255	1.13652875	0.7523895	
GFAP	-0.082327383	0.0751015	0.0154685	
MIR544	0	0	0	
HSF2	-0.422774232	11.370566	8.228303	
1810012K16RIK	0	0	0	
NUP155	-0.614816662	18.34283	11.631117	
PTPN2	-0.286030645	11.7687495	9.47236	
SIPA1L2	-0.066455378	8.240925	7.824912	
PCID2	0.122302392	16.549114	18.101694	
TRDMT1	-0.491440796	4.643852	3.014553	
COMMD6	0.096167359	11.444207	12.301986	
CTRB1	0	0	0	
PPM1D	-0.10372215	5.591157	5.133921	
ADAMTS2	0.00215835	0.008567	0.010077	
GAMT	0.580651572	9.867456	15.252547	
4921508D12RIK	0	0	0	
MYRF	0.326106523	0.084792	0.359923	
CD200R4	2.138820552	1.572607	10.329809	
CCL25	0.086691933	0.900112	1.0177905	
SLC22A29	0	0	0	
GSKIP	0.362437491	6.635184	8.815763	
RNF41	-0.20941731	2.9110194	2.3825878	
MIR7020	0	0	0	
GM21950	0	0	0	
SHISA5	0.403947425	39.603408	52.723312	
4921524J17RIK	-0.119250355	4.0637505	3.6620225	
DCDC2B	0	0	0.07907	
LNX1	-0.011946446	0.0606982	0.0519512	
4922505E12RIK	0	0	0	
PLAU	1.447905202	109.538706	300.562457	
SWSAP1	-0.499282333	4.657603	3.00252	
2510039O18RIK	-0.099482652	52.545406	48.977549	
TNNT2	0.008959467	0.003335778	0.009586111	
DTX1	-0.021961493	0.015339	0	
G2E3	-0.290259498	1.895758667	1.368021	
TIPRL	-0.044743222	8.130238	7.851422	
ZFP334	-0.236248151	0.228436	0.042881	
GM19424	0	0	0	
DGUOK	0.400041203	3.3233345	4.704837	
SQLE	0.318236266	16.076432	20.290987	
VAX2	0	0	0	
MTFP1	-1.048258874	3.772926	1.307955	
VMN1R20	0	0	0	
4930452A19RIK	0	0	0	
DPCR1	-0.032836898	0.038139	0.014777	
TBCCD1	-0.143588646	6.843093	6.100074	
CASK	-0.021740873	0.51731875	0.49462475	
PIAS2	-0.235578559	2.3757838	1.8672028	
OLFR670	0	0	0	
AKAP12	0.066574326	0.048953	0.098492	
CADM1	-0.106113778	7.689316	7.073134	
TREX2	0	0	0	
CBLN4	0	0	0	
ACOT9	0.609849932	26.117648	40.384255	
MED20	-0.117002433	14.164335	12.983057	
MIR7000	0	0	0	
1810044D09RIK	-0.049382828	1.682497	1.59223	
OSBPL6	0.00235664	0.00086675	0.002503	
ATF1	-0.280081333	42.151717	34.537363	
FBF1	-0.254203654	5.131488	4.140945	
DENND2D	0.016122537	0.27265	0.286952	
INPP5B	0.319558621	5.66331	7.315469	
ADAMTS10	0.319040903	1.118463333	1.642785	
MIR7023	0	0	0	
UHRF1	-0.617807439	21.77888625	13.8441015	
NTRK2	0	0	0	
CD27	-0.00122731	0.017626667	0.016761333	
FCER1G	0.823964557	452.437551	801.70419	
CHEK2	0.108540204	7.983402	8.685336	
FLOT2	0.774060957	5.127354	9.47824475	
MIR8101	0	0	0	
SLC25A25	-0.141522261	2.515602	2.1871115	
MFAP3	0.026569893	5.0937785	5.2070465	
ADAMTS15	0	0	0	
ZDBF2	0	0	0	
CNRIP1	1.24206206	0.689311	2.995835	
ARSA	-0.222607951	10.988235	9.274095	
GM5111	0	0	0.034291	
OLFR351	0	0	0	
CLIP2	0.329135838	10.1024845	12.9476145	
EFNB2	0.021244472	0.313964	0.333456	
STAMBP	0.160445049	8.63903	9.772887	
ANKMY2	-0.033375299	6.41305	6.243525	
FAM181B	0	0	0.047495	
BAIAP2	-1.119811452	14.97840067	6.352524333	
LEP	0	0	0	
RNASEH2A	-0.301358228	19.012361	15.239792	
DYX1C1	0.006970339	0.068517	0.073692	
PPIP5K1	-0.276570499	5.943462	4.732183	
KCNQ3	0	0	0	
DNAJB5	0.722648906	1.397287	2.956025	
SERGEF	0.145005183	10.154851	11.334305	
KLRA19	0	0	0	
TMEM255B	0	0	0	
REN1	0	0	0	
JKAMP	-0.041181994	6.4214815	6.212629	
CDK13	-0.207058483	5.0594505	4.2493125	
GBP6	0.27823847	0.105822	0.341045	
BC1	0	0	12.325026	
PALB2	-0.323082805	1.1155178	0.6910602	
RPF2	-0.28576724	17.107301	13.853514	
RCSD1	1.624149885	1.7416305	7.451363	
GM1966	0.790267665	0.2487654	1.159609	
LSM14A	-0.14314518	40.650559	36.716366	
SCN5A	-0.002395769	0.001662	0	
CAR2	-2.392761871	23.758079	3.714372	
TBR1	-0.010259945	0.007137	0	
PCMTD1	0.115793112	4.820901	5.307357	
SPINK11	0	0	0	
MS4A4C	0.003803338	1.139217	1.144864	
MCOLN2	1.465829186	1.9914605	7.2630775	
MIR141	0	0	0	
NMT2	-0.120690027	2.752955	2.4517715	
ADAM17	-0.361216127	15.0840432	11.5215572	
NUBP2	-0.485155101	66.873999	47.49056	
LRRTM4	0	0	0	
GM4971	0	0	0	
FARSB	-0.206140361	13.185839	11.29704025	
PRL7B1	0	0	0	
RFX8	0	0	0	
GM10578	-0.014480988	0.010088	0	
HSF4	0.029296493	0.1165955	0.13950175	
TGM6	0	0	0.0023455	
1700008K24RIK	0	0	0	
ADRA2B	0	0	0	
COL11A1	-0.010930186	0.007605	0	
E130308A19RIK	-0.10894111	0.410611	0.308015	
OPA1	-0.421951425	8.8347175	6.340774	
A330050F15RIK	0	0	0.012394	
1700018L02RIK	-0.038193536	0.078029	0.049864	
WDR61	-0.531112456	18.38619733	12.415654	
NCOA6	-0.24563142	6.533875	5.354421	
CDC27	-0.216746414	4.114296	3.4008715	
RGS16	-2.561402567	6.698165	0.304152	
CCSER2	-0.421360019	2.6624875	1.734854	
YRDC	-0.325367771	35.202079	27.892695	
PRPH	0	0	0.005526667	
CHPF	-0.854880406	1.9020485	0.604575	
BTBD8	0.1147311	0.23366	0.335774	
WNK3	0	0	0	
D8ERTD82E	-0.738760184	10.014299	5.600364	
CCDC9	-0.545423438	14.627371	9.7077225	
CCDC92	0.284501225	0.184128	0.442255	
SPEG	1.19910758	1.95850225	5.79265025	
GTSF1L	0	0	0	
OLFR733	0	0	0	
C5AR2	0.066652026	0.403016	0.4693555	
NFASC	0	0	0	
EMP1	-0.262674907	60.21867967	50.02828033	
MIR542	0	0	0	
MLF1	0.062424171	0.1489545	0.19976	
CNIH3	-0.004861914	0.003562	0.000185667	
HEXDC	-0.230628641	1.065325	0.760201	
SIGLEC5	1.094817414	0.1286615	1.4106635	
1700012D16RIK	0	0	0	
AI504432	0.586907796	0.982284	1.977438	
NEU4	0	0	0	
2010107G23RIK	-0.14289248	0.141651	0.033995	
BCL2L1	2.861385334	1.97548275	20.62321425	
TTC30A1	-0.272961539	1.749344	1.275409	
TRMT61A	-0.514164355	7.633775	5.045355333	
OLFR1046	0	0	0	
GM5925	0	0	0	
TMEM168	0.071508309	18.406032	19.392144	
FAM222B	0.130382452	8.611389	9.520471	
SLC38A11	0	0	0	
ETNK1	-0.666770986	17.632775	10.737064	
NR5A1	0	0	0	
MRPL12	-0.695325528	214.142733	131.865688	
XCR1	0.36276119	0.60364	1.062096	
NLRP5-PS	0	0	0	
GM765	0	0	0	
CCDC30	0	0	0	
TIFAB	1.913681675	2.860461	13.5450345	
SYT17	0	0	0	
4930480G23RIK	0	0	0	
RTN4	0.490033063	23.109469	32.8611962	
RAB8A	-0.008366659	61.349221	60.988684	
MANNR	0	0	0	
ADRBK1	0.473081539	37.418381	52.327447	
RCN3	0.001350241	0.477006	0.478389	
AI427809	0.295478597	0.583223	0.943077	
PGM3	0.234603802	3.361003	4.1310845	
GM20556	0	0	0	
VMN2R99	0	0	0	
TPX2	-0.173618456	7.6442856	6.6641632	
HSPB7	-0.033200155	0.343439	0.312876	
IER5L	1.194684154	1.437996	4.580444	
OLFR954	0	0	0	
HEATR1	0.172284791	25.097083	28.40728	
CYSTM1	0.827621438	0.28249	1.276108	
6430573F11RIK	0	0	0	
LRRC57	0.085379973	1.4251064	1.5729582	
AANAT	0	0	0	
CYP4A31	-0.020619948	0.0547175	0.03975	
POLR3K	-0.193794028	11.160022	9.631549	
PRN	-1.15E-05	8.00E-06	0	
MIR6957	0	0	0	
SLC6A17	-0.116726672	0.086524	0.002077	
ZP3	0	0	0	
4930406D18RIK	0	0	0	
HNF4A	0	0	0	
SDR9C7	0	0	0	
CD33	1.85436965	0.7486245	5.3229165	
COPZ2	0.486506989	2.81942	4.351193	
POLL	-0.304390691	6.875432	5.3774	
LOC102636514	0	0	0	
HOMER3	0.58634947	8.421217	13.145418	
GCN1L1	-0.675582372	21.347137	12.991083	
ACAD8	-0.050932516	8.583046	8.250631	
EIF2D	0.298758791	6.7239775	8.501154	
ANGPT4	0	0	0	
DPYSL5	0	0	0.010747	
FHOD3	-0.60148131	0.846548333	0.217017333	
4930453L07RIK	0	0	0	
PENK	1.308415799	1.323057	4.753502	
A430090L17RIK	0	0	0	
LTV1	-0.27646846	49.433721	40.638561	
RNF20	-0.305673028	10.5856755	8.373561	
GRM1	-0.002638437	0.002105	0.000274	
E230008N13RIK	-0.020232668	0.137916	0.122069	
THEMIS	0	0	0	
AMH	0.04308966	0.074049	0.106612	
GTF2A1	-0.305124841	6.7614955	5.2819385	
BC030867	-0.663200265	10.919551	6.52691	
ISOC2B	0.01145717	0.442095	0.453593	
LRRC4C	0	0	0	
WDR59	-0.214813091	1.372310333	1.044119667	
SPACA1	0.018977069	0.0312825	0.0449375	
C330007P06RIK	-0.088526072	14.049121	13.153444	
SPOCK3	0	0	0	
GPN3	-0.468144997	21.595983	15.334489	
STK30	-0.052503361	0.199777	0.156899	
2300002M23RIK	0	0	0	
FAM71F1	0	0	0.0046805	
GGNBP1	-0.027116968	0.1827015	0.160679	
HDAC5	-0.418629858	4.5831762	3.1769684	
RNF38	0.057471253	5.1833335	5.434625	
4933411E08RIK	0	0	0	
VMN1R234	0	0	0	
TAAR7A	0	0	0	
TMEM129	0.260771442	8.32154	10.168316	
ABAT	-0.009509512	0.015782	0.0091085	
LLGL2	-0.243500363	0.6844645	0.422856	
TES	0.535173773	28.904531	42.335155	
THPO	0	0	0	
MIR374C	0	0	0	
SMARCA1	-0.024995474	0.0174765	0	
PRL3B1	0	0	0	
CYP2D9	0	0	0	
BCL2L15	-1.783470233	3.6790625	0.359192	
RNF115	0.567023307	21.029406	31.635766	
PTBP1	-0.340461862	67.329328	52.96571267	
ZFP598	-0.7675539	23.968828	13.667004	
EXD1	-0.213595072	0.568411	0.352575	
OLFR1425	0	0	0	
SETD1B	-0.741312511	10.38268	5.809061	
1700047G03RIK	0	0	0	
NEBL	0	0	0	
1810043G02RIK	0.243395308	4.929936	6.019712	
FUOM	-0.013511349	0.248252	0.23661625	
NT5C2	-0.070488432	3.33841475	3.13153975	
PPP1R16B	0.051974897	0.0619615	0.1009175	
1700063D05RIK	0	0	0	
RAPGEF2	0.120106923	4.186971	4.63728	
MIR7031	0	0	0	
2010109A12RIK	0	0	0	
MYO3B	0	0	0.064138	
ANXA1	-0.176138774	607.205219	537.303357	
8030423J24RIK	0	0	0	
1700030M09RIK	0	0	0	
PTPLAD2	1.344745319	2.492373	7.870116	
CLIC4	-0.79612199	135.066674	77.360134	
SFXN5	0.168700368	3.489145	4.046003	
OLFR780	0	0	0	
H1FNT	0	0	0	
DMRTA2	0.048517633	0.049128	0.08501	
MRPL30	-0.175353494	107.638048	95.204479	
CTLA2B	0.936767761	3.39906	7.4208335	
2810403A07RIK	-0.25419939	17.201503	14.261092	
KDM1A	-0.507813274	22.634912	15.622141	
FND3C2	-0.011205067	0.007797	0	
GSTA2	0	0	0	
CATSPERG2	0.002958561	0.034673	0.036797	
MIR135A-1	0	0	0	
SLC11A2	-0.256194235	13.4848095	11.1280405	
LYPD3	0	0	0	
GM6249	0	0	0	
PPP1R1C	0.001149735	0.00093675	0.00173475	
GM3428	0	0	0	
SLC5A5	0	0	0	
FAM220A	0.012203433	3.717733	3.7578085	
PFDN4	-0.531642684	13.77393333	9.220114	
MBOAT1	-0.597935916	16.935809	10.850163	
BLCAP	0.266659959	28.411986	34.383191	
TOPORS	-0.175666843	13.595836	11.922543	
EPB4.1L3	0.495726139	0.273345	0.795455	
ZFP160	-0.38862664	3.726641	2.610475	
ANAPC11	0.185817952	6.3625715	7.374643	
INO80C	-0.183879718	18.746524	16.383505	
TTC14	-0.289599664	1.56013125	1.09451775	
CDH24	-0.025281078	0.331137	0.308014	
ALMS1	-0.404547487	1.880482	1.176127	
CDK14	0.527815852	18.338053	26.880538	
KRT14	0	0	0	
A730020M07RIK	0	0	0.015936333	
CUL2	-0.233830006	16.046416	13.495835	
BUB1B	-0.706809077	43.840701	26.47272	
OLFR127	0	0	0	
OLFR132	0	0	0	
FMNL2	0.442054542	3.662721	5.334482	
VSIG4	0.425236961	0.374955	0.84628	
KLRG2	-0.08789871	0.792182	0.68625	
DYNLT3	0.184302392	27.785057	31.707522	
HLTF	-0.196966502	2.439384	2.00046	
NKTR	-0.012883311	15.820287	15.67075	
CDKN1C	0.001347993	0.143032	0.1441005	
VMN1R223	0	0	0	
GLI2	0	0	0	
RHEBL1	-0.180500993	3.20059	2.706586	
CYP3A11	0	0	0	
IL1RN	1.844031007	12.229134	46.49414367	
ETV4	0.263844067	0.075936	0.291848	
4930415O20RIK	0	0	0	
OLFR1309	0	0	0	
APOC3	0	0	0	
ROBO1	0	0	0	
FGF20	0	0	0	
CCDC104	0.192247618	10.767115	12.444427	
PRPF4	-0.353943473	9.466499	7.189433	
MIR1928	0	0	0	
D330050G23RIK	-0.129107829	0.4398985	0.3166385	
GFM2	-0.236023504	2.7065806	2.1471924	
VMN1R187	0	0	0	
RPS6KA1	0.361769374	11.863606	15.52974533	
GON4L	-0.524720792	5.564738	3.5631075	
TRAF2	-0.90987845	11.223281	5.505596	
FGF12	-0.004617485	0.00337025	0.000164	
CNN2	1.293405671	5.258942	14.341041	
IGF2BP2	1.763528391	1.734211	8.283398	
CCPG1	-0.043064521	1.8304048	1.7471656	
TCF12	-0.589730445	4.9898188	2.9800372	
SHD	0.013289125	0.0101715	0.0195195	
GM5538	0	0	0	
D930015M05RIK	-0.008555086	0.165181	0.158292	
SEPP1	0.797839973	10.238393	18.53790433	
NLRP4G	0	0	0	
CFL2	-0.024835949	7.147115	7.008063	
MYEOV2	0.180838177	65.0226475	73.839461	
ZFP763	-0.432878119	1.591993	0.920103	
OLFR1347	0	0	0	
PHACTR3	-0.003644716	0.0050192	0.0024834	
ELP3	-0.616639653	7.422619333	4.493133333	
RASL10B	-0.012163985	0.016438	0.007904	
MIR7668	0	0	0	
4930469G21RIK	0	0	0	
NPM2	-0.18560652	0.137295	0	
OLFR212	0.02907065	0.010925	0.031502	
TEX19.1	0	0	0	
SERPINB9C	0	0	0	
CLDN26	0	0	0.086468	
GPR44	-0.062404972	0.044205	0	
ZFP599	-0.010450175	0.231756	0.222866	
FAM181A	0	0	0	
GM14005	1.289127341	2.024544667	6.391388	
CBY1	0.110120241	10.125002	11.007417	
FCGRT	-0.01172967	10.856979	10.760968	
SYT1	0	0	0	
MIR200B	0	0	0	
BZW2	-0.851759772	63.978966	35.005393	
PKD2L1	0	0	0	
HTR2C	0	0	0	
R74862	0.051123265	0.043692667	0.08134	
CYP1B1	-0.189545171	0.344224	0.178726	
AAED1	0.023763021	11.665413	11.875756	
OLFR356	0	0	0	
RFX3	-0.046000584	0.1638125	0.1272895	
ZFP652OS	0.08001353	1.666587	1.818657	
MTPAP	-0.506985535	15.531965	10.633399	
BC025920	-0.206811968	0.544872	0.338554	
CYP3A59	0	0	0	
THEM6	-0.22750571	6.684264	5.563209	
WRN	-0.190706795	2.1293945	1.7419015	
TSC22D4	0.08231525	15.902562	16.895008	
TEAD1	-0.012744204	0.014132667	0.005213667	
AI987944	-0.046371591	2.2482895	2.145542	
ATF3	3.222414172	4.938756	54.429225	
MARVELD3	0	0	0	
COX7B	0.13503525	112.58967	123.735048	
ANKRD13A	0.231191816	62.486463	73.520679	
IMPG1	-0.001312282	0.00199	0.001079	
ELF4	0.000138659	14.637457	14.63896	
NUDT7	-0.021246692	1.0639884	1.0338146	
AKR1C14	0	0	0	
ATP2A1	-0.01267133	0.024971	0.016008	
IPO8	-0.328057697	13.711643	10.719416	
HMGCLL1	0	0	0	
TMEM238	-0.690556584	14.159166	8.392843	
DCTD	-0.588702824	2.361512	1.2352055	
ZIM3	0	0	0	
PCP2	0	0	0	
ZIM1	0	0	0	
GPR1	0	0	0	
4922501C03RIK	-0.402208116	4.285532	2.999558	
ELMOD2	-0.336966343	2.4550215	1.7353555	
COX6B1	-0.060240085	452.812496	434.253606	
LRRFIP1	0.029133169	19.44619167	19.86327033	
IRAK1	-0.332584059	6.3900648	4.8685454	
LRP11	-0.165796533	1.459448	1.192441	
LRBA	-0.083919372	0.655694333	0.562132667	
HMHA1	0.508186451	18.867443	27.2566935	
DES	0	0	0	
PPP6R2	-0.197493474	1.5713985	1.242425	
GM15915	0	0	0	
LRIT3	0	0	0	
GM1553	0	0	0	
MIR7685	0	0	0	
PLEKHA8	-0.137819686	1.221126	1.018763	
MGLL	0.085681403	0.01614125	0.07831775	
RNASE6	1.597331156	2.069554	8.28795	
CTBS	0.003413337	4.426078	4.438931	
CALCA	0	0	0	
TSR3	-0.307286609	8.087556	6.344202	
1700016K19RIK	0	0	0	
BACH2OS	0.620855956	0.148508	0.766161	
DEFB8	0	0	0	
PKD2L2	0.024273767	0.920244	0.952826	
VMN1R232	0	0	0	
ENPP1	1.870178695	0.704769	5.232258	
PRSS54	0	0	0	
NECAP1	0.74955056	20.927452	35.865945	
SLC38A9	0.178610398	1.712871	2.070409	
APOC4	0	0	0	
VMN1R218	0	0	0	
MAF	2.640556537	3.583609	27.58211	
DENND6A	-0.019896213	1.75788925	1.72011625	
GPR65	1.625963676	3.501285	12.893138	
VPS4B	-0.141996342	46.908395	42.417665	
E230013L22RIK	0.578090004	0.932388	1.884807	
FBXW10	0.034359204	0.0879455	0.114167	
RARB	-0.029463228	0.043582	0.02248575	
LSP1	1.1152009	3.8458955	9.4974295	
KLHL4	0	0	0	
SNRPD3	-0.447480855	232.874323	170.505236	
PLCXD3	0	0	0	
CNTNAP5B	0	0	0	
ZEB2	0.154643808	15.45037	17.311676	
LNP	-0.013509679	2.429756	2.397789	
XBP1	0.83881316	19.037882	34.839318	
ZFP933	-0.367000397	2.131799	1.428375	
GM7104	0	0	0	
ARL6	-0.28232245	3.541282	2.734143	
C2CD2	-0.174667744	2.616255	2.203899	
AIMP2	-0.490544442	30.313453	21.287552	
NOP2	-0.729859182	85.8422	51.362613	
MIR3067	0	0	0	
C1D	-0.218856169	17.151701	14.596784	
AKR1E1	-0.116800667	12.991339	11.90324	
METTL21A	-0.051854408	3.997498	3.821064	
FXYD1	0	0	0	
YES1	-0.006663591	0.006828667	0.002189	
AQR	-0.543005598	10.7817405	7.0862745	
MRPL11	-0.441882098	11.937181	8.524011	
MIR1941	0	0	0	
RDH12	0.276699612	0.423155	0.724039	
SSBP4	0.77443679	36.887086	63.8067	
BMPR1B	-0.023203393	0.0162134	0	
CBR1	0.002980656	18.689881	18.730603	
LNPEP	-0.634184067	11.400327	6.989594	
SH3PXD2B	1.536701861	16.358694	49.362862	
SSXB5	0	0	0	
MIR3154	0	0	0	
NOS3	0.02611879	0.027476	0.046247	
RTEL1	-0.338649957	2.013340333	1.382892167	
DTX2	-1.033553165	5.38415275	2.118694	
TERF2IP	-0.068582829	3.792555	3.570057	
EIF5A	-0.302208097	143.4623727	116.1604528	
GM6588	0	0	0	
NUDT9	0.286775359	29.384896	36.066855	
RPTOROS	-0.145943538	0.4473625	0.308109	
NAA60	0.061672924	16.0354575	16.779486	
D130020L05RIK	-0.351822449	1.54211425	0.9919845	
OLFR403	0	0	0	
NPNT	-0.014370576	0.0251952	0.015034	
ACVR1	-0.819980596	7.390489333	3.752789	
MYRFL	0	0	0	
VAMP2	-0.051175422	7.740317	7.435714	
RPLP1	-0.065759895	2464.273111	2354.425312	
TMEM126B	0.285245131	7.923548	9.87439	
RUNX1	0.181294177	2.3276195	2.77318975	
TRIM30D	0.553476324	1.2836555	2.3515335	
TIMELESS	-0.434834365	3.29124625	2.1745725	
TMED10	0.001698689	110.528797	110.660193	
WDR27	-0.0301284	0.021103	0	
FAM178B	0	0	0.012400667	
METTL1	-0.913132101	34.109992	17.644493	
1600010M07RIK	0.070591095	5.956428	6.305271	
MED19	-0.189830445	13.37789	11.605222	
MIR211	0	0	0	
PRL2C1	0	0	0	
BDKRB2	0	0	0	
GM4297	0	0	0	
STX19	0	0	0	
LIME1	-0.168429724	5.456341	4.744921	
SVS6	0	0	0	
EML1	-0.050831795	0.05275275	0.016306	
PTPN13	0.004417677	0.003328	0.006405	
AKAP1	-0.818088747	5.850287333	2.885434	
2610203C20RIK	-0.179269016	0.181758	0.04367	
MIR6413	0	0	0	
USP9Y	0	0	0	
4930513D17RIK	0	0	0	
MEI4	0.011147119	0.028296	0.036272	
TRO	0	0	0	
RBM11	-0.014956373	0.024006	0.013445	
ACOT6	-0.039584186	0.339643	0.303386	
DRC1	-0.018759497	0.013088	0	
PHC3	-0.200337349	1.08198075	0.81204575	
GM15881	0	0	0	
VPS25	-0.002901494	14.348101	14.3172645	
MIR6997	0	0	0	
IRGQ	-0.141198884	3.772666	3.327688	
ACOT10	0	0	0	
KCTD18	-0.092653926	1.251967667	1.111886333	
ZBTB8A	0.306858535	2.479068	3.303646	
ATG12	0.327630523	10.386047	13.288926	
ELAVL2	-0.002782438	0.0019305	0	
GM715	0	0	0	
LMO1	0.110198767	0.088708333	0.175126667	
HSD3B3	0	0	0	
PRR16	0	0	0	
MIR297C	0	0	0	
OOSP1	0	0	0	
MIPEP	0.105714746	0.114349	0.19907	
GEMIN8	-0.479939359	2.301769	1.367394	
UGT3A1	0	0	0	
KIF20A	-0.583864689	17.091665	11.07029133	
MIR153	0	0	0	
ABCA16	0	0	0	
CPN1	0	0	0.016353	
PCDH19	-0.000146766	0.002702	0.0026	
MIR6376	0	0	0	
ZFP707	-0.020673285	1.810764	1.770774	
SMOX	-0.711040826	5.439335	2.933656222	
NDUFAF5	-0.390961913	5.257785	3.772318	
MAMLD1	0.193576278	0.2373825	0.4150645	
ARPP19	-0.275807945	7.3578735	5.9035	
LTBP3	0.172094141	1.942481	2.315272	
TIAM1	-0.613227352	4.846501667	2.822049	
IDO2	-0.091774697	0.086314	0.019362	
PLIN3	0.36649536	33.05234	42.900863	
GM436	0	0	0	
LRFN3	-0.030542417	0.08116	0.058512	
TPST1	-0.060624295	5.603332	5.331599	
GYLTL1B	-0.000141035	0.0025236	0.0024256	
MIR6904	0	0	0	
SLC25A2	0.150825467	0.023733	0.136553	
VMN1R143	0	0	0	
VPREB3	0	0	0.329821	
MROH1	0.94783374	6.0597725	12.618118	
LXN	0.832579791	12.762748	23.509624	
DSG1B	0	0	0	
STBD1	-0.019178053	0.500464	0.48065	
CABP2	0	0	0	
ARID3A	0.317275006	1.733638	2.406044333	
GDF6	0	0	0	
VMN1R21	0	0	0	
CACNB1	-0.055151241	0.171473667	0.127535833	
RINL	-0.428460641	13.275396	9.607393	
LHB	0	0	0	
MON2	-0.000123731	2.995654667	2.995312	
MOAP1	0.092996649	0.3927065	0.4854375	
CNGB3	0	0	0.005747	
FAM168B	-0.162323479	14.31431333	12.68463733	
KIF12	0	0	0.063365	
GM14391	0.053605896	0.32408	0.374204	
MCRS1	-0.361460245	13.821822	10.5369555	
CACNG3	0	0	0	
PRL3D2	0	0	0	
CLCN4-2	0.075371812	2.754284	2.9556358	
PIAS3	0.271927843	1.503346667	2.022591333	
EIF2B5	-0.487666713	50.682584	35.858861	
DLEU2	-0.108615886	1.524539	1.341453	
NKIRAS1	-0.114197291	6.696004	6.110309	
SLC27A2	-0.000718059	0.012868	0.012364	
OCM	0	0	0	
CNNM4	0.213150395	5.188066	6.17331	
HIST1H4D	0.104034581	0.434692	0.541971	
D230030E09RIK	0	0	0	
DIDO1	-0.351167357	1.870414667	1.250260167	
MAVS	-0.289287795	5.6974185	4.48053725	
6820408C15RIK	0	0	0	
DUSP18	-0.109183967	1.01189	0.865248	
BCL2L13	-0.23162419	8.702971	7.263783	
PRIM1	-0.308034483	26.414867	21.144125	
CBFA2T2	-0.42574947	1.680509	0.99551	
SH3GL3	-0.027023686	0.026438333	0.007390667	
BIN3	-0.102244912	31.813702	29.568663	
ARHGDIG	-0.149355027	0.492803	0.345991	
SCUBE3	-0.000535912	0.009701	0.009326	
ZFP395	0.551290909	1.351557	2.445963	
APOH	0	0	0	
ERO1LB	0.141325838	10.620147	11.816072	
RASAL2	-0.92299405	2.605034	0.901343	
PATL2	0.015809691	0.012097	0.023249	
PDK2	-0.455648254	2.201986	1.334832	
H2BFM	0	0	0	
TRAPPC8	0.05629191	9.671893	10.0965255	
BRE	-0.082483344	7.147837	6.6950664	
R3HDM2	-0.22830597	8.098569	6.766872	
ST3GAL3	-0.061372693	1.92379025	1.80201975	
CDKN2B	0.255995556	1.777335	2.316581	
ATF4	-0.014086215	59.80483	59.2140315	
EFCAB11	-0.012020481	1.15828	1.140372	
PRKAG2OS1	-0.00207357	0.034634	0.033148	
CLDN20	-0.159322517	0.180934	0.057462	
HOXD12	0	0	0	
MIR465B-2	0	0	0	
HMGN3	-0.150936676	3.550333	3.098328	
TAF4B	-0.999656504	4.526594	1.763955	
SUSD2	0.017806327	0.035439	0.048298	
CYB5R3	-0.167783544	123.338822	109.687574	
9330020H09RIK	-0.083178732	0.417736	0.338308	
VMN1R49	0	0	0	
TIMP3	0.020398762	0.157181	0.173659	
PRTG	-0.040341034	0.037681	0.009067	
FCER2A	0.003446173	0.005261143	0.007665286	
TRIM3	0.021276726	2.2584225	2.3068335	
SYTL3	-0.002707069	0.008550333	0.006659667	
MIR7118	0	0	0	
ADAM33	0.532906992	0.051405	0.5212165	
KIF16B	0.009809664	9.01816	9.086511	
SOX13	-0.089268338	0.105238	0.038923	
