!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~precursor~MsubCSF~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	@OC_up
SPATA2	0.262313881	6.688353	8.221417	
MIR6414	0	0	0	
OLFR133	0	0	0	
OLFR945	0	0	0	
GOLIM4	0.043506635	5.472864	5.671036	
PLEKHF1	1.247872958	0.716155	3.075714	
STARD8	-1.483938416	19.05037	6.168238	
CACNA1A	-0.748104965	2.40401025	1.026697	
VEGFA	0.071228436	0.216187667	0.27774	
BTAF1	0.069938941	14.398515	15.163394	
PWWP2A	-0.158791104	2.964816	2.5515845	
COL4A1	0.588945682	0.200231	0.805324	
ZFP619	0.112246344	0.529923	0.653709	
DNM3OS	0	0	0.00348	
FBXO2	-0.03944024	0.027715	0	
RCL1	1.223304029	9.976715	24.628524	
GM13103	0	0	0	
BGLAP2	0	0	0	
ZC3HAV1L	0.095085142	0.878217	1.006177	
C4B	-0.130163251	0.152101	0.052707	
MAK	-0.08376916	0.077731333	0.016935667	
MAP3K15	-0.033625116	2.044626	1.974485	
EXOSC4	0.505723602	11.487294	16.729901	
LRRC3	-0.036547132	0.058112	0.031644	
MIR181D	0	0	0	
1700001L05RIK	0.052970674	0.536197	0.593649	
UBA7	0.100925259	7.754827	8.389211	
OTC	0	0	0	
SORBS2OS	0	0	0	
ZFML	0.383036258	5.8439045	7.925023	
MIR188	0	0	0	
TECRL	0	0	0	
PCDH10	0	0	0.00011475	
ARRB1	-0.365978915	16.5970995	12.654332	
PRH1	0	0	0	
SLC24A5	-0.323263293	1.025002	0.618503	
CPQ	-0.625137938	3.991639	2.236368	
PLA2G5	-0.91579346	3.5797955	1.427531	
PML	0.203200554	4.9113345	5.805421	
GALK2	-0.162461959	9.8424535	8.6877215	
TRIM16	-0.220757512	3.964096	3.259764	
SP4	-0.065204629	0.335	0.276006	
TTC36	0	0	0.048888	
GM9866	0	0	0	
GMNC	0	0	0	
TNK2OS	0	0	0.068417	
ALDH3B1	-0.17637333	64.747538	57.181623	
IFI35	0.094338705	34.54426	36.946197	
GM11128	0	0	0	
CLIP3	0	0	0.008701	
GYK	-0.705572561	2.47786725	1.132625	
NRSN2	0	0	0	
CHIT1	0	0	0	
CYM	0	0	0	
GREM2	0	0	0.007604	
ZMIZ2	1.752379383	16.980217	59.5778265	
COG1	0.111302837	13.11931	14.251725	
BC003331	0.03844612	5.749824	5.932117	
RXFP2	0	0	0	
IGF2BP3	0.174498693	0.70925	0.929012	
RPL38	0.318761476	319.294573	398.4903985	
PI4K2B	0.224209896	3.9607335	4.794818	
MIR7004	0	0	0	
A530064D06RIK	-2.945104293	23.180122	2.1397405	
DARS	0.806403065	18.889476	33.783626	
SKIV2L	-0.087543005	18.9017	17.729971	
DUSP14	-0.116629861	0.368589	0.262304	
RGCC	0.839031097	1.447999	3.379099	
SPC24	0.836177304	14.524919	26.716845	
VWA5B2	0	0	0.0031125	
RYR2	0.000726361	0.00079	0.001294	
1700080E11RIK	0	0	0	
ANAPC15	-0.092150586	8.1749518	7.6072358	
CNEP1R1	-0.257170796	16.582755	13.711969	
CASP7	-0.309443099	11.400314	9.006473	
FAM120B	-0.046616973	3.010919	2.883388	
CANT1	0.217633722	4.673091	5.5968108	
TMEM134	0.41030762	10.079136	13.72383	
ZFHX3	-0.603181224	1.132346	0.403725	
IFI27L2A	-0.99448482	55.271718	27.2436235	
DDX5	0.385456803	210.704836	275.544381	
2410124H12RIK	0	0	0	
ADCY5	-0.034077836	0.035248	0.011081	
FGFR4	0	0	0	
KCNK16	0	0	0	
CCDC34OS	0	0	0	
BC033916	-0.2028572	0.568439	0.362704	
SAMD3	0	0	0.00809	
CLCN3	-0.102849024	2.1772735	1.9586525	
PARP11	0.312766997	3.100147	4.092742	
TUSC5	-0.026889274	0.018813	0	
GFRA1	0.002495572	0.006760333	0.008503333	
CELF2	-0.584362914	3.295735125	1.865013875	
MDM2	1.10238	28.8556085	63.10256	
CLEC4A2	0.36232896	16.38474867	21.34808433	
MPDZ	-0.005618442	0.003902	0	
GNA15	-1.60942458	16.875105	4.858191	
1700024P16RIK	0	0	0.016459	
4933413L06RIK	0	0	0	
BBX	0.733928351	2.643103	5.059069	
DCAF12L1	0	0	0	
SEPHS2	0.405143163	52.061648	69.265312	
3830408C21RIK	-0.071484596	0.101076	0.047848	
UBD	0	0	0	
MIR423	0	0	0	
PLA2G4B	0.156948566	0.006313	0.121965	
VWA8	0.692393689	3.089957	5.609217	
OLFR1239	0	0	0	
INSC	0	0	0	
MOCOS	-0.068521953	24.411637	23.232905	
MIR7655	0	0	0	
YTHDF1	0.245920887	21.116824	25.227224	
2900092C05RIK	0	0	0	
ESYT1	-1.894246137	162.547074	42.996474	
C130050O18RIK	-0.873585856	12.351994	6.287366	
ART1	0	0	0	
OGFOD1	0.385050304	2.484485	3.5504075	
HSPBP1	0.412148578	35.199462	47.169396	
MIR7041	0	0	0	
FAM71D	0	0	0	
BCKDHB	0.304699445	5.564048	7.107658	
KAT6B	0.016098827	0.6973895	0.7164365	
CASC4	0.126050636	0.0256316	0.119274	
CDK7	0.285638616	3.486948	4.469364	
NDUFV2	0.347903938	21.2883605	27.3666235	
2900041M22RIK	0.126371356	0.025039	0.118876	
EPB4.1L5	0.076015087	0.0952185	0.1544725	
IFI27	0.465049404	10.9656654	15.5169812	
WAC	0.201693633	4.988911	5.887533	
MAP3K11	-0.123185419	25.83412	23.637966	
PRSS40	0	0	0	
LIPF	0	0	0	
KRTAP4-6	0	0	0	
CACNA1G	0	0	0	
TMEM175	0.038232386	2.429152333	2.521242	
EYA2	-0.019665861	0.013724667	0	
VAV2	0.40616962	3.846935	5.422978	
DTX3	-0.281756028	4.952934	3.896819	
ITGA7	0.027031431	0.029905	0.049384	
OLFR981	0	0	0	
GM5108	0	0	0	
VMN2R85	0	0	0	
NINJ1	-0.481231993	268.850711	192.311772	
BARHL2	-0.055780213	0.07309	0.032392	
RFK	-0.324911871	26.742192	21.1479	
DST	-0.07062472	0.64375075	0.5652215	
MAGEA4	0	0	0	
GM2087	0	0	0	
SMLR1	0	0	0	
RCC1	1.147916081	14.904679	34.2437475	
PTP4A1	-0.144122726	10.55274	9.454415	
CYP2G1	0	0	0	
SHC1	-0.257551483	13.71018	11.30516	
SLC37A1	-0.205844649	0.8583155	0.611217	
ST8SIA3OS	0	0	0.059774	
SNCG	0.882010146	0.16233	1.142106	
GM9199	-0.234604827	0.250168	0.06254	
MIR883A	0	0	0	
MIR6908	0	0	0	
TRUB1	0.838698651	1.225012	2.979292	
TAT	0	0	0	
OBSCN	0	0	0.0114765	
PDGFA	1.378452541	7.471545	21.025115	
SLC6A2	-0.003694517	0.004861	0.002291	
RWDD4A	0.500128668	8.492991	12.426314	
LYPLAL1	0.194289556	0.873057	1.143078	
STYXL1	0	0	0	
SLC2A6	-0.352046954	4.815736	3.5564645	
DSG4	0	0	0	
FAM211B	-0.027810831	0.019464	0	
ADRA1B	0.003953071	0.002374667	0.005125	
FOXR2	0	0	0	
BRWD1	0.090138426	2.477875333	2.702102	
SLA2	0.030725709	0.024768	0.046827	
SSXB3	0	0	0	
EMC10	0.130150246	39.202401	42.997816	
SFMBT1	-0.097226721	3.510448	3.216494333	
ARFGAP1	0.18830787	2.582214667	3.081670333	
RCOR1	0.424237847	11.11604	15.258071	
ECI2	0.225846362	5.114697333	6.150913	
RABGEF1	0.417052455	5.967476	8.302952	
DEFA-PS12	0	0	0	
DDIT4	0.120893726	0.289054	0.401728	
PLK4	0.088124423	4.796185333	5.161271667	
CD300LH	-2.089672352	20.441908	4.037434	
ASPHD2	0	0	0	
TLE4	-0.013811776	3.78176625	3.736206	
HHATL	0	0	0.0087425	
OLFR441	0	0	0	
MRPS18C	0.179588033	67.226935	76.271127	
AIMP1	0.641204157	40.740892	64.100363	
GLTSCR1L	0.143517924	3.964591	4.483864	
ASPDH	0	0	0	
4930556J02RIK	0	0	0	
MACF1	0.011281471	10.8470795	10.9400835	
MRPS34	1.049148953	27.447513	57.866689	
CYPT1	0	0	0	
LRRC10	0	0	0	
1700037H04RIK	-0.541602668	51.560018	35.109116	
A430088P11RIK	0.028436816	0.0371015	0.0577465	
ENTPD7	0.913482601	7.04626	14.15583	
IQGAP3	-0.080617218	14.404214	13.567041	
CAMK1	-1.49236626	95.363011	33.250219	
TXNL4A	0.390320731	23.1090475	30.599361	
BCKDHA	0.29967345	12.914102	16.126392	
RHNO1	0.55470031	8.1692395	12.468361	
CYP2W1	0	0	0	
ZFP27	0.18194236	0.38191375	0.567657	
ACVR2B	1.00209344	0.247835	1.499294	
LYL1	-2.52280842	15.251871	1.827889	
CLEC14A	0	0	0	
MIR6981	0	0	0	
PLSCR2	0	0	0.007977	
4931406B18RIK	-0.002329902	0.018801	0.017157	
BAI3	0	0	0	
ELTD1	-0.018375816	0.131604	0.117282	
EBF4	0	0	0	
NFIC	-0.80303702	17.2763525	9.474934	
4930523C07RIK	0.555918343	0.5426125	1.267801	
ELK3	-0.925974738	16.591515	8.2588505	
SLC9A2	0.153936007	0.060721	0.180159	
ABCA6	0.004489057	0.013020333	0.016177333	
RCBTB1	-0.586452883	6.967393	4.306111	
ZFP804A	0	0	0	
ROR1	0	0	0	
COMT	-0.52930186	13.01102533	8.708098667	
TAAR7B	0	0	0	
ERCC6	0.736437282	2.445214	4.739921	
SERTAD1	-0.516420328	27.184317	18.703778	
MLLT3	0.114352322	0.278441667	0.383899	
PUS3	0.642075142	4.024744	6.841476	
TMIE	0	0	0.012081	
NCDN	0.139511742	14.839912	16.448174	
RAB28	-0.160232234	18.355608	16.320966	
DDX28	0.126363957	14.157428	15.544927	
FDX1	0.595726245	2.2593955	3.9257065	
SND1	0.331922705	64.3883	81.303582	
POMC	0.008127187	0.0213066	0.0270762	
GM6260	0	0	0	
ITGB1BP2	-0.073745298	0.131063	0.0747	
VMN2R107	0	0	0	
IKBKE	-0.570108296	22.318448	14.706519	
GORASP2	0.115345497	26.2073655	28.471955	
CYB5B	0.145301655	30.941875	34.326496	
LRCH2	0	0	0.015786	
GSDMC2	0	0	0	
FGD4	-1.197447835	3.831564667	1.106784333	
1700031M16RIK	0	0	0	
C1QTNF1	0	0	0.004374333	
PCDHGC4	-0.054501655	0.1042	0.063264	
HOXB13	0	0	0.024446	
KCNN1	0.05495621	0.166877	0.212184	
CARD6	0.053575289	0.784573	0.85209	
ZEB2OS	-1.126393514	5.8992575	2.1602695	
SENP6	0.638218436	9.099433	14.718818	
VAMP7	0	0	0	
ELAVL1	0.384594018	16.696845	22.103096	
UBE2O	0.43666794	5.473272	7.76141	
ATXN7L3	0.114467177	11.6246335	12.6671145	
MRPL51	0.461261919	42.844911	59.363285	
MAB21L3	-0.1172355	0.102074	0.01606	
MIR3062	0	0	0	
D430036J16RIK	0	0	0	
PAFAH1B3	0.261939921	10.120399	12.334359	
PIP4K2C	-0.128807387	16.506144	15.010895	
RWDD3	0.332528721	0.0335525	0.3014685	
TMEM189	-0.587668806	85.922619	56.839811	
MUG2	-0.003157487	0.002191	0	
ERGIC1	0.293977549	76.94346	94.559912	
UNC45B	0	0	0.032177	
EIF4A3	0.435888597	87.55389	118.790723	
ZNHIT1	0.2861649	29.483773	36.171744	
SHANK3	0	0	0.003882	
GATAD2A	0.382617194	8.367246333	11.21212367	
NDUFA12	0.260853896	113.561681	136.266394	
DOCK3	-0.029185695	0.048299	0.027305	
NCMAP	0.01011254	0.003823833	0.010884833	
INPP5A	-0.018207146	2.6248505	2.5793915	
OLFR1512	0	0	0	
TMF1	-0.450108429	10.810613	7.645225	
SYT5	0	0	0	
TUBA4A	0.531583146	80.159847	116.317741	
DENND1A	-0.717189076	12.847399	7.423116	
GPA33	0	0	0	
GM11747	0	0	0	
NFU1	0.317235859	16.8517525	21.242232	
CACNB3	-0.026036758	0.072418667	0.053238	
COQ9	0.440638873	17.039191	23.482884	
VMN1R129	0	0	0	
BAG2	0.101614302	5.216896	5.670564	
CLK1	-0.055419331	9.787441667	9.380913667	
4933424G06RIK	0	0	0.029432	
RAD21	0.101405592	75.019463	80.555062	
SNHG1	1.278361068	35.120877	86.615978	
PABPN1L	0	0	0	
CAMK2B	-0.003642531	0.002528	0	
OLFR449	0	0	0	
KDM4C	-0.108903142	2.5023285	2.247684	
GM5294	0	0	0	
3110062M04RIK	-1.261663687	4.9170295	1.4677725	
2810002D19RIK	-0.308270389	1.34	0.889806	
PSMD5	0.055619488	31.501383	32.778859	
AKAP8	0.662708334	21.215306	34.167977	
EMC8	0.058860431	8.475645	8.870236	
CTDSP2	0.179045556	7.435013	8.5495705	
RANBP9	-0.439873811	21.368404	15.489967	
IFNAB	0	0	0	
PCDHA10	0	0	0.005523	
NETO2	0.418820624	0.487506	0.988549	
GPR137	-0.143671748	2.42380225	2.09926825	
PSMD4	0.25869029	42.9297455	51.5572005	
LMOD3	-0.020059075	0.014001	0	
9330162B11RIK	0	0	0	
COL8A1	0.023986465	0.007269	0.024156	
FATE1	0	0	0	
GM732	0	0	0	
OLFR777	0	0	0	
CPA1	0	0	0	
PLIN2	-1.396486629	408.135384	154.41133	
SEC11C	1.800567533	103.668196	363.619235	
OLFR994	0	0	0	
FAM72A	0.126920129	3.947842	4.402846	
TREML1	-0.232575303	0.48236475	0.26166175	
ASB4	-1.149802028	1.703865	0.218597	
UBE2V1	0.188222251	88.535748	101.01335	
PAXIP1	0.379280878	7.927191	10.611538	
MIR369	0	0	0	
GM9920	0.297228635	0.117196	0.37279	
MIR6955	0	0	0	
MIR448	0	0	0	
TSPYL3	-0.295292372	1.979667	1.428152	
TAF1D	0.859429778	7.020159333	13.551144	
ZFP964	-0.033010416	0.167219	0.140815	
AP2M1	-0.123466408	99.875757	91.601861	
NDNL2	0.292858727	13.249767	16.456896	
CWC25	-0.106742826	7.578077	6.966309	
GSE1	0.277843742	2.609536	3.376134667	
PPBP	-1.453496399	13.721447	4.375322	
ZCCHC10	0.780462784	9.705168	17.388072	
RPL8	0.56074428	1050.317086	1549.724223	
OLFR467	0	0	0	
MIR764	0	0	0	
B930059L03RIK	0.079748173	0.388546	0.467462	
CCDC108	0	0	0	
3110099E03RIK	0	0	0.011051	
OLFR873	0	0	0	
PDE5A	0.093985805	0.258415	0.343125	
C920025E04RIK	-0.441486097	3.932231	2.631975	
NEK6	-1.44080385	12.73328	4.0588185	
CISTR-ACT	0	0	0	
FABP1	0	0	0	
HN1L	0.395201173	56.531027	74.660557	
CELF4	0.013639888	0.008812833	0.018395833	
TDO2	-0.0294509	0.039944	0.01893	
PNPLA7	-0.012557701	10.025479	9.929926	
JPH2	0	0	0	
MIR871	0	0	0	
SYCP1-PS1	0	0	0	
FAM214B	-0.210616066	5.2211395	4.3761105	
PDK1	0.238436387	4.513062	5.503833	
3200001D21RIK	-0.021236686	0.041175	0.025961	
OLFR724	0	0	0	
ZMYND10	-0.002704679	0.036848	0.034906	
PITPNM2	1.026933299	0.2797115	1.607653	
MIF	1.42899529	234.288349	632.535373	
RPP21	-0.30277924	27.05337	21.742563	
TOMM7	0.117921291	38.960659	42.364115	
FAM228B	0.140352326	0.053191	0.1608	
OLFR348	0	0	0	
CCDC3	-0.001623427	0.003876	0.002747	
NKD2	0	0	0	
ZFP426	-0.047815131	2.070395	1.970301	
NANOG	-0.003300195	0.0139365	0.01161975	
KLC3	0.00752929	0.005883333	0.011146667	
MIRLET7A-2	0	0	0	
YTHDC2	0.133748115	3.828487	4.297528	
1700034P13RIK	-0.004627551	0.066376	0.062961	
GCLM	-1.865482259	216.179917	58.601	
PRKAG2	-0.097307385	2.675835667	2.436083	
ISOC2A	-0.086971463	20.823016	19.546306	
DCP1A	0.241147635	6.662617	8.056696	
GM15093	0	0	0	
SLC6A19	-0.366138899	0.600035	0.241397	
TCF23	0	0	0	
GM7271	0	0	0	
MIR3074-2	0	0	0	
NRP2	2.259507777	10.79031967	55.455362	
NKAPL	0.191487377	0.273788	0.45459	
GYS1	0.654799521	5.243135	8.829174	
ZC3H7A	-0.01553457	11.149931	11.0198055	
DCAF11	-0.096319023	6.471396667	5.988868667	
ARHGAP36	0	0	0	
TMCO5B	0	0	0	
MIR489	0	0	0	
CUL4B	0.303105629	5.3567275	6.8429145	
HS3ST3B1	-0.532501591	0.816452	0.255813	
C86187	0	0	0	
OLFR1338	0	0	0	
GNAQ	-0.356995991	23.038118	17.76869	
LRRC51	-0.020750273	0.610521667	0.587523333	
PNO1	0.671517613	35.534272	57.189872	
CLDN7	-0.026003259	0.0181875	0	
KRT2	0	0	0	
OMP	0.14381485	0.242212	0.372424	
NKX2-3	0	0	0	
OLFR968	0	0	0	
MIR6344	0	0	0	
ENTHD1	0.077285567	0.014971	0.070826	
OLFR792	0	0	0	
0610007N19RIK	0	0	0	
DPEP3	0.121803263	0.676288	0.823959	
KLHL12	2.047374427	1.745027	10.346652	
RBM46OS	0	0	0	
UBE2C	0.52040532	132.90562	191.06862	
RGAG4	-0.548411629	2.675835	1.513435	
GM4278	-0.004105833	0.00285	0	
CRB2	0	0	0	
MIR7658	0	0	0	
PPIL2	0.209819006	9.846507333	11.544453	
OLFR418-PS1	0	0	0	
TSPYL4	0.062217048	0.795049	0.874155	
COMTD1	0.348941753	9.189366	11.977442	
PDGFRB	0.0820576	0.052042	0.1136145	
CASP9	-0.097584385	5.1383305	4.7368625	
A330049N07RIK	0	0	0	
4931440F15RIK	-0.115320268	0.102227	0.017551	
MIR1981	0	0	0	
OLFR902	0	0	0	
PPTC7	0.710083491	9.06268	15.461526	
TCEB1	-0.177241395	52.852994	46.627181	
1110008L16RIK	0.86221891	3.114604	6.479659	
ZFP474	0	0	0	
ADCY7	-0.330697608	13.62382975	10.628166	
AKT1S1	0.510924132	4.623878	7.01381625	
SNX2	-1.828201568	350.637409	98.02653	
TYK2	0.022392742	7.0347195	7.160403	
NSA2	0.300682284	47.91428	59.249029	
GM4776	0	0	0	
OXSR1	0.252962325	6.4403505	7.8663045	
KIF14	0.081867678	4.822035	5.161968	
MPP5	0.484910628	3.175045	4.842972	
FAM122B	0.259678541	0.866513333	1.234612	
POLR3G	1.236898894	2.867098	8.114416	
SKINT4	0	0	0	
4933404G15RIK	0	0	0	
DEFB30	0	0	0	
SPEER2	0	0	0	
NEU2	0	0	0	
RARG	-0.082531307	2.8949515	2.678389	
RSPO1	0	0	0	
GAS6	-3.676696906	82.087161	5.497374	
CDO1	-0.032547362	0.064573	0.040825	
MIR6915	0	0	0	
CAPN5	-0.416847015	4.4317025	3.0686705	
CYB561A3	-0.168029153	1.80995925	1.501026	
KCNJ14	1.604012405	0.421838	3.322211	
MIR6345	0	0	0	
D630039A03RIK	0	0	0	
9630001P10RIK	-0.027915405	0.020065	0.000517	
DPP10	0.005932	0.032228	0.036481	
IGFBP1	0	0	0	
ZDHHC7	-0.254896092	29.845345	24.849864	
SACM1L	-0.035511199	24.280187	23.665524	
NBAS	-0.173988515	4.102928	3.523178	
AASDHPPT	0.818208644	5.565082	10.575653	
CAR15	0.139654281	0.126749	0.241273	
TEDDM1	0	0	0	
CTNNBIP1	-0.895502962	10.0554835	4.942983	
APOA5	0	0	0	
4930404N11RIK	0.518049426	10.475048	15.432473	
NRG3OS	0	0	0	
SORCS1	0	0	0	
OLFR553	0	0	0	
SNORD118	0	0	0	
CRYGC	0	0	0	
FANCB	0.170689526	1.6328875	1.9635685	
MYD88	0.286586587	37.479063	45.934873	
A330015K06RIK	0	0	0.013544	
TEX22	0	0	0	
CCDC89	-0.00923116	0.132778	0.125553	
5-Mar	-0.051005738	9.847655667	9.470842667	
WDR89	1.115832111	1.941554	5.374935	
NAPA	0.008697234	51.530393	51.848027	
LRRC46	0.16285313	0.026093	0.14871	
SLC6A3	0.011100898	0.008773	0.016565	
CHODL	0	0	0	
POU2F2	-0.512104322	0.61072125	0.129436	
PCNXL3	0.132263334	11.543687	12.748029	
DCAF17	0.174389448	1.005499	1.263179	
ACLY	0.185306811	25.6565595	29.3100745	
BTN2A2	0	0	0	
GM14351	0	0	0	
D430041D05RIK	0.001695243	0.005321	0.006503	
CYP1A2	0	0	0	
HK1OS	-0.016415094	0.566965	0.549237	
PHF23	0.120103625	9.550359	10.4662665	
C2CD4A	0	0	0	
ZFP11	0.284938509	0.745507	1.126653	
POLE	0.388634581	8.518651	11.461378	
MIOS	0.632388473	4.18161	7.032165	
OLFR550	-0.095547751	0.068471	0	
CASC1	-0.085686649	0.073476	0.011575	
ZRSR1	-0.118239883	0.984648	0.828478	
RIMS1	0	0	0	
PRKCG	0.003544856	0.2832665	0.2864235	
MPHOSPH10	0.674166774	24.407482	39.542082	
OLFR1110	0	0	0	
KCNJ13	0	0	0.02367	
HMGCL	-0.555534228	46.934432	31.61483	
PAPOLG	0.190794851	2.844924	3.388567	
CCDC175	0	0	0.033346	
AGPAT5	0.429894361	21.237569	28.957006	
PRR24	-0.311648485	3.925128	2.968277	
AF251705	-1.765518006	79.527151	22.684731	
TBX19	-0.000910165	0.011608	0.01097	
FAM195B	-0.201557538	31.827127	27.546838	
DEFB47	0	0	0	
ORC4	0.081535288	2.723787	2.940301	
OLFR332	0	0	0	
CABYR	-0.165896726	0.1544874	0.0290804	
PEX5	-0.125763664	3.06639025	2.726923	
DDX43	-0.003199708	0.042696	0.040386	
SULT3A1	0	0	0	
ACSL6	0	0	0	
TRPM7	0.213625155	6.64425	7.8642595	
BCAM	0.21451562	0.051809	0.220429	
GSDMCL-PS	0	0	0	
OLFR313	0	0	0	
RNF180	-1.460425956	3.262431	0.548907	
MILL2	0	0	0	
WDR5B	0.162865199	1.588465	1.897808	
B930018H19RIK	0.018758353	0.014885	0.028167	
2610028H24RIK	0	0	0	
NLRC5	-0.382167887	3.723916	2.624584	
TIAM2	0.468269047	0.121576	0.55164275	
PDZD11	-0.020275352	26.792966	26.405101	
RAB8B	-0.994997067	63.815684	31.52042	
STAT5A	0.102696779	4.9425975	5.381035	
GMDS	-0.402086052	17.221104	12.789062	
REEP3	0.174913972	10.020156	11.440622	
ALDH1L1	-1.046558469	4.041898	1.440892	
OLFR922	0	0	0	
VMN1R100	0	0	0	
TTLL9	0	0	0.010137	
GNL3	1.111132136	18.9682415	42.134416	
ANXA9	0.245348316	1.799822	2.31885	
4922502H24RIK	0	0	0	
PIH1D2	0.187880722	0.216464	0.385661	
SSBP2	-0.204063318	0.2815635	0.112528	
FIBP	0.322946909	12.435589	15.8063505	
DYDC2	0	0	0	
AMOT	0.212678657	0.287203	0.4916595	
4921509C19RIK	0	0	0	
FAM110B	0.088147141	2.565245	2.78987	
4930414N06RIK	0	0	0	
PCBD1	0	0	0.132654	
DDAH2	-1.706965313	4.934184	0.8176625	
PITPNC1	-0.981678761	8.094705	3.605469	
1700054M17RIK	0	0	0	
FKBP6	0.007265973	0.03053175	0.035735	
EPHA1	0.011758853	0.009296	0.017556	
EXOC3L4	0.096447639	0.06495125	0.1385795	
ATP12A	0	0	0	
OSBPL11	-0.861664181	15.50974	8.085597	
PPDPF	0.139689226	26.78248	29.607063	
SLC9C1	0	0	0	
SLC25A39	0.805015027	72.411932	127.262684	
WFDC1	0	0	0	
QSER1	0.287687984	4.556354	5.782544	
KCNIP2	-0.00030396	0.003954	0.0037425	
C130026L21RIK	0	0	0	
IRX2	0	0	0	
FLNB	1.36289361	1.606121	5.702957	
TBC1D30	-0.127251528	0.504715	0.377678	
P4HA3	0.500498868	0.012347	0.43217	
GPATCH1	0.246226678	5.250208	6.413377	
MIR6913	0	0	0	
HNRNPR	0.29644903	2.934066	3.83149675	
BC052040	0.294186349	1.214507	1.7154135	
EMG1	0.859169412	73.909892	134.886069	
DNAJC27	0.395597851	2.182773	3.186899	
CKB	-1.831540124	584.630569	163.541413	
SRPX2	-0.003292864	0.0320915	0.0297385	
GM15114	0	0	0	
ACTRT2	0	0	0	
CHMP5	-0.054935412	56.843325	54.682156	
PSMD1	0.188279526	75.467619	86.12752	
RHBG	0	0	0.031636	
MUP20	0	0	0	
GM15413	-0.069643055	0.049457	0	
HBB-BH2	0	0	0	
MSR1	-2.023392655	390.540009	95.310639	
ZMYND11	-0.027558706	7.727549	7.5624155	
8-Sep	-0.381025381	6.001795333	4.37662	
ZBED6	0.331012414	4.484343	5.898732	
GAPDHS	-0.00083116	0.011372	0.0107895	
ACSL3	-0.669619069	2.158416333	0.98561	
CHID1	-0.116732926	5.3878425	4.89134	
OLFR215	0	0	0.037383	
CHCHD4	0.998711441	35.18265	71.300695	
PPA1	1.48766761	35.314486	100.838613	
SH3PXD2A	-0.064963435	2.9679355	2.7932255	
MIR7049	0	0	0	
TRAPPC9	-0.175005893	2.2418544	1.8715176	
MED23	-0.136873396	5.4639815	4.878914	
MIR330	0	0	0	
C130079G13RIK	0	0	0	
MIR128-1	0	0	0	
MZF1	0.003147537	0.044066667	0.046347	
HSPBAP1	0.070752463	0.959143	1.057618	
CXCL10	2.107684194	3.250157	17.31813	
BBS2	0.464994396	0.457669	1.012038	
LRRC47	0.906852283	13.831468	26.808264	
HECTD2	0.075443079	0.021904	0.0767645	
ECT2L	0	0	0	
CRMP1	0	0	0	
DEFB42	0	0	0	
MBL1	0	0	0	
DHRS3	-2.34746899	76.203047	14.1696605	
CCNB3	0	0	0	
CST3	-0.249386325	806.573017	678.374177	
COBLL1	-0.011521771	0.039226	0.0309595	
PPP1R2-PS7	0	0	0	
TSPAN2OS	0	0	0	
SLC17A4	0	0	0	
OLFR1066	0	0	0	
ASMT	0	0	0	
4930470O06RIK	0	0	0	
TRPC7	0	0	0.000670333	
MPP1	-1.268071501	73.321152	29.859215	
12-Sep	0	0	0	
VARS2	0.634379464	3.785743	6.428765	
KDELC2	0.084540126	7.137722	7.628831	
TRMT13	0.62217164	1.477231	2.81293	
CEP112	0.004906256	0.034772333	0.038297333	
ATAD3A	1.250065467	21.126509	51.628392	
1190002N15RIK	-1.277797369	8.01189	2.716726	
GM20604	0.001888945	2.875819	2.880897	
MIR7061	0	0	0	
MIR7076	0	0	0	
FAM117B	-0.514033381	8.247685	5.475802	
CEACAM14	0	0	0	
CDKN1A	-1.09821826	82.2757325	37.897512	
TCEA2	0.73547936	0.893073	2.151873	
TOR1B	0.057064157	19.827888	20.668221	
CREB5	-1.153057966	4.084801	1.286488	
SEMA4G	0.237510393	0.048719	0.236394	
SHBG	0	0	0.022519	
4833420G17RIK	0.152998656	4.4369075	5.0451785	
ZBTB20	0.04476124	0.139285	0.175186667	
DDA1	-0.043741786	5.7332854	5.5321994	
EZH2	0.118781756	13.3149505	14.543425	
GNB5	-0.067755298	0.48005	0.412147333	
FAM86	0.33459563	11.083962	14.238165	
MRPL46	0.471746287	21.977017	30.86423	
MCUR1	-0.26823569	11.852467	9.671845	
ADH5	0.262398677	26.3691835	31.828551	
KLK1B5	0	0	0	
DAP3	0.168792562	4.7769675	5.493989	
IL17A	0	0	0	
ELANE	-0.456393583	23.252797	16.67558	
WNK2	0.013411978	0.003445333	0.012817333	
GAS2L1	0.126012769	4.45406725	4.95187925	
ZRSR2	0.311823523	3.474714	4.5543535	
HOXB5	0	0	0.015968	
SNORD19	0	0	0	
OLFR97	0	0	0	
RPS6KA2	-0.657852845	3.832496	2.062937	
LOC100503280	-0.106400888	0.096157	0.018223	
ATRNL1	0.678513639	2.803882	5.088075	
VMN1R128	0	0	0	
4933436I01RIK	0	0	0	
BHLHE41	-1.596823952	3.4787965	0.480708	
SEC22A	0.059939994	3.456914	3.645987	
DIRAS2	1.893461721	0.038158	2.857023	
SNORD1C	0	0	0	
WDR13	0.240130565	2.618731667	3.274082333	
GM6525	0.098199496	0.081226	0.157384	
B230217C12RIK	-0.059228498	1.420147	1.322802	
ATXN2	0.685524432	7.165473	12.13242	
GTPBP6	0.40198394	2.528361	3.662107	
